Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_AllEqual;Gamma_Disconnected;Gamma_LoadFactor,17.904,19.777,35.027,21.79,17.266,32.707,24.445,37.358,23.637,13.385,EVOLVING,2000.0,77,40,40,40
2,Beta_AllEqual;Alpha_HashCollision;Beta_LineChain,64.474,19.777,35.027,21.79,70.223,32.707,24.445,61.542,23.637,13.385,EVOLVING,2000.0,73,36,36,76
3,Alpha_Reversed;Alpha_HashCollision;Delta_Extremist,84.17,19.777,35.027,21.79,70.223,32.707,94.037,61.542,23.637,101.102,EVOLVING,2000.0,72,36,36,112
4,Alpha_Reversed;Gamma_Disconnected;Gamma_Sawtooth,84.17,19.777,35.027,21.79,70.223,130.865,119.079,61.542,126.262,101.102,EVOLVING,2000.0,73,38,38,150
5,Gamma_LoadFactor;Gamma_Disconnected;Beta_AllEqual,84.17,19.777,138.433,21.79,70.223,130.865,119.079,134.854,126.262,101.102,EVOLVING,2000.0,74,40,40,190
6,Gamma_LoadFactor;Alpha_StarGraph;Delta_Extremist,84.17,19.777,171.401,145.783,70.223,130.865,119.079,134.854,126.262,159.701,EVOLVING,2000.0,71,40,40,230
7,Delta_Extremist;Gamma_LoadFactor;Gamma_Sawtooth,84.17,19.777,173.267,145.783,70.223,130.865,119.079,134.854,172.836,200.021,EVOLVING,2000.0,65,40,40,270
8,Gamma_Disconnected;Alpha_StarGraph;Gamma_LoadFactor,84.17,19.777,228.784,188.352,70.223,206.226,119.079,134.854,172.836,200.021,EVOLVING,2000.0,74,40,40,310
9,Gamma_LoadFactor;Delta_Extremist;Alpha_StarGraph,84.17,19.777,228.784,207.541,70.223,206.226,119.079,134.854,172.836,224.304,EVOLVING,2000.0,67,37,37,347
10,Alpha_HashCollision;Alpha_Reversed;Delta_Extremist,240.237,19.777,228.784,207.541,70.223,206.226,227.716,134.854,172.836,258.789,EVOLVING,2000.0,65,38,38,385
11,Gamma_LoadFactor;Gamma_Disconnected;Delta_Extremist,240.237,19.777,267.305,207.541,70.223,222.776,227.716,134.854,172.836,271.594,EVOLVING,2000.0,73,34,34,419
12,Delta_Extremist;Gamma_Disconnected;Alpha_HashCollision,276.6,19.777,267.305,207.541,70.223,251.788,227.716,134.854,172.836,283.812,EVOLVING,2000.0,65,33,33,452
13,Delta_Extremist;Alpha_Reversed;Alpha_HashCollision,298.754,19.777,267.305,207.541,70.223,251.788,290.339,134.854,172.836,283.812,EVOLVING,2000.0,70,34,34,486
14,Alpha_Reversed;Gamma_Disconnected;Beta_LineChain,298.754,19.777,267.305,207.541,283.857,259.517,317.764,134.854,172.836,283.812,EVOLVING,2000.0,77,39,39,525
15,Alpha_StarGraph;Beta_AllEqual;Alpha_HashCollision,332.119,19.777,267.305,270.13,283.857,259.517,317.764,295.024,172.836,283.812,EVOLVING,2000.0,71,37,37,562
16,Beta_ModuloStep;Beta_LineChain;Delta_Extremist,332.119,308.312,267.305,270.13,333.43,259.517,317.764,295.024,172.836,285.858,EVOLVING,2000.0,72,32,32,594
17,Alpha_HashCollision;Alpha_Reversed;Beta_AllEqual,349.524,308.312,267.305,270.13,333.43,259.517,317.764,315.997,172.836,285.858,EVOLVING,2000.0,75,38,38,632
18,Gamma_Sawtooth;Alpha_Reversed;Alpha_HashCollision,349.524,308.312,267.305,270.13,333.43,259.517,317.764,315.997,359.721,285.858,EVOLVING,2000.0,71,38,38,670
19,Delta_Extremist;Alpha_StarGraph;Alpha_Reversed,349.524,308.312,267.305,372.987,333.43,259.517,317.764,315.997,359.721,334.67,EVOLVING,2000.0,79,38,38,708
20,Alpha_HashCollision;Gamma_Sawtooth;Alpha_Reversed,349.524,308.312,267.305,372.987,333.43,259.517,377.109,315.997,359.721,334.67,EVOLVING,2000.0,65,33,33,741
21,Gamma_LoadFactor;Beta_AllEqual;Beta_LineChain,349.524,308.312,335.693,372.987,368.933,259.517,377.109,353.476,359.721,334.67,EVOLVING,2000.0,79,37,37,778
22,Gamma_Sawtooth;Alpha_StarGraph;Alpha_HashCollision,367.748,308.312,335.693,372.987,368.933,259.517,377.109,353.476,359.721,334.67,EVOLVING,2000.0,76,40,40,818
23,Gamma_LoadFactor;Beta_AllEqual;Gamma_Sawtooth,367.748,308.312,345.538,372.987,368.933,259.517,377.109,364.077,359.721,334.67,EVOLVING,2000.0,78,35,35,853
24,Alpha_StarGraph;Alpha_HashCollision;Beta_AllEqual,395.247,308.312,345.538,374.834,368.933,259.517,377.109,364.077,359.721,334.67,EVOLVING,2000.0,66,37,37,890
25,Delta_Extremist;Gamma_Disconnected;Beta_AllEqual,395.247,308.312,345.538,374.834,368.933,370.649,377.109,364.077,359.721,403.967,EVOLVING,2000.0,77,35,35,925
26,Beta_LineChain;Alpha_StarGraph;Beta_AllEqual,395.247,308.312,345.538,374.834,368.933,370.649,377.109,364.077,359.721,403.967,EVOLVING,2000.0,67,40,40,965
27,Gamma_LoadFactor;Beta_LineChain;Delta_Extremist,395.247,308.312,360.021,374.834,368.933,370.649,377.109,364.077,359.721,403.967,EVOLVING,2000.0,78,39,39,1004
28,Gamma_LoadFactor;Beta_LineChain;Alpha_StarGraph,395.247,308.312,381.855,384.192,375.287,370.649,377.109,364.077,359.721,403.967,EVOLVING,2000.0,72,32,32,1036
29,Gamma_Disconnected;Alpha_Reversed;Gamma_LoadFactor,395.247,308.312,422.188,384.192,375.287,410.32,377.109,364.077,359.721,403.967,EVOLVING,2000.0,69,36,36,1072
30,Alpha_StarGraph;Beta_ModuloStep;Alpha_Reversed,395.247,415.499,422.188,384.192,375.287,410.32,410.366,364.077,359.721,403.967,EVOLVING,2000.0,72,33,33,1105
31,Delta_Extremist;Beta_LineChain;Gamma_Disconnected,395.247,415.499,422.188,384.192,425.666,410.32,410.366,364.077,359.721,403.967,EVOLVING,2000.0,77,34,34,1139
32,Beta_AllEqual;Gamma_LoadFactor;Beta_LineChain,395.247,415.499,422.188,384.192,425.666,410.32,410.366,364.077,359.721,403.967,EVOLVING,2000.0,68,39,39,1178
33,Beta_AllEqual;Gamma_Disconnected;Beta_LineChain,395.247,415.499,422.188,384.192,426.026,419.974,410.366,364.077,359.721,403.967,EVOLVING,2000.0,66,33,33,1211
34,Gamma_LoadFactor;Delta_Extremist;Beta_AllEqual,395.247,415.499,422.188,384.192,426.026,419.974,410.366,428.948,359.721,403.967,EVOLVING,2000.0,71,39,39,1250
35,Beta_AllEqual;Beta_LineChain;Alpha_HashCollision,401.385,415.499,422.188,384.192,428.209,419.974,410.366,428.948,359.721,403.967,EVOLVING,2000.0,76,32,32,1282
36,Gamma_Sawtooth;Delta_Extremist;Gamma_LoadFactor,401.385,415.499,422.188,384.192,428.209,419.974,410.366,428.948,364.567,403.967,EVOLVING,2000.0,76,40,40,1322
37,Alpha_StarGraph;Beta_AllEqual;Alpha_Reversed,401.385,415.499,422.188,447.994,428.209,419.974,410.366,428.948,364.567,403.967,EVOLVING,2000.0,69,38,38,1360
38,Beta_AllEqual;Beta_LineChain;Alpha_HashCollision,401.385,415.499,422.188,447.994,428.209,419.974,410.366,435.457,364.567,403.967,EVOLVING,2000.0,79,35,35,1395
39,Beta_AllEqual;Alpha_HashCollision;Gamma_Disconnected,401.385,415.499,422.188,447.994,428.209,419.974,410.366,449.845,364.567,403.967,EVOLVING,2000.0,71,32,32,1427
40,Gamma_Sawtooth;Alpha_HashCollision;Alpha_Reversed,443.002,415.499,422.188,447.994,428.209,419.974,448.936,449.845,384.712,403.967,EVOLVING,2000.0,77,32,32,1459
41,Delta_Extremist;Beta_ModuloStep;Gamma_Disconnected,443.002,443.098,422.188,447.994,428.209,419.974,448.936,449.845,384.712,444.725,EVOLVING,2000.0,73,40,40,1499
42,Beta_LineChain;Gamma_LoadFactor;Alpha_HashCollision,444.623,443.098,422.188,447.994,428.209,419.974,448.936,449.845,384.712,444.725,EVOLVING,2000.0,70,37,37,1536
43,Alpha_HashCollision;Gamma_Disconnected;Beta_ModuloStep,444.623,443.098,422.188,447.994,428.209,419.974,448.936,449.845,384.712,444.725,EVOLVING,2000.0,69,35,35,1571
