Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_StarGraph;Gamma_Disconnected;Beta_ModuloStep,10.531,55.326,20.0,54.399,20.861,55.179,21.4,23.743,16.215,16.7,EVOLVING,2000.0,74,37,37,37
2,Alpha_HashCollision;Beta_AllEqual;Gamma_Sawtooth,105.279,55.326,20.0,54.399,20.861,55.179,21.4,105.741,93.087,16.7,EVOLVING,2000.0,67,40,40,77
3,Beta_LineChain;Beta_AllEqual;Alpha_Reversed,105.279,55.326,20.0,54.399,123.476,55.179,136.157,149.749,93.087,16.7,EVOLVING,2000.0,76,33,33,110
4,Beta_AllEqual;Gamma_Sawtooth;Gamma_Disconnected,105.279,55.326,20.0,54.399,123.476,164.471,136.157,190.585,187.403,16.7,EVOLVING,2000.0,72,37,37,147
5,Alpha_HashCollision;Gamma_Disconnected;Delta_Extremist,191.91,55.326,20.0,54.399,123.476,187.7,136.157,190.585,187.403,232.082,EVOLVING,2000.0,70,35,35,182
6,Gamma_Disconnected;Gamma_LoadFactor;Beta_ModuloStep,191.91,249.247,267.624,54.399,123.476,225.196,136.157,190.585,187.403,232.082,EVOLVING,2000.0,68,34,34,216
7,Delta_Extremist;Gamma_LoadFactor;Alpha_HashCollision,280.829,249.247,267.624,54.399,123.476,225.196,136.157,190.585,187.403,252.931,EVOLVING,2000.0,75,37,37,253
8,Alpha_StarGraph;Gamma_LoadFactor;Delta_Extremist,280.829,249.247,309.8,333.581,123.476,225.196,136.157,190.585,187.403,270.582,EVOLVING,2000.0,67,34,34,287
9,Gamma_Sawtooth;Beta_AllEqual;Alpha_Reversed,280.829,249.247,309.8,333.581,123.476,225.196,352.925,348.237,346.623,270.582,EVOLVING,2000.0,79,40,40,327
10,Alpha_StarGraph;Delta_Extremist;Beta_LineChain,280.829,249.247,309.8,336.335,386.449,225.196,352.925,348.237,346.623,314.658,EVOLVING,2000.0,80,36,36,363
11,Alpha_Reversed;Gamma_Sawtooth;Gamma_Disconnected,280.829,249.247,309.8,336.335,386.449,354.523,358.718,348.237,379.833,314.658,EVOLVING,2000.0,79,38,38,401
12,Delta_Extremist;Gamma_Disconnected;Gamma_LoadFactor,280.829,249.247,418.272,336.335,386.449,372.255,358.718,348.237,379.833,388.478,EVOLVING,2000.0,71,32,32,433
13,Alpha_HashCollision;Alpha_Reversed;Beta_ModuloStep,401.342,366.431,418.272,336.335,386.449,372.255,442.732,348.237,379.833,388.478,EVOLVING,2000.0,70,34,34,467
14,Gamma_LoadFactor;Alpha_HashCollision;Gamma_Sawtooth,460.261,366.431,461.828,336.335,386.449,372.255,442.732,348.237,379.833,388.478,EVOLVING,2000.0,69,34,34,501
15,Beta_AllEqual;Alpha_Reversed;Delta_Extremist,460.261,366.431,461.828,336.335,386.449,372.255,458.299,442.178,379.833,397.287,EVOLVING,2000.0,79,40,40,541
16,Gamma_Sawtooth;Beta_ModuloStep;Alpha_Reversed,460.261,424.517,461.828,336.335,386.449,372.255,458.299,442.178,469.962,397.287,EVOLVING,2000.0,80,36,36,577
17,Alpha_StarGraph;Gamma_Disconnected;Beta_ModuloStep,460.261,424.517,461.828,473.819,386.449,432.136,458.299,442.178,469.962,397.287,EVOLVING,2000.0,79,38,38,615
18,Gamma_Sawtooth;Alpha_StarGraph;Gamma_Disconnected,460.261,424.517,461.828,495.802,386.449,433.53,458.299,442.178,529.894,397.287,EVOLVING,2000.0,78,34,34,649
19,Beta_AllEqual;Gamma_Sawtooth;Delta_Extremist,460.261,424.517,461.828,495.802,386.449,433.53,458.299,510.024,543.901,494.768,EVOLVING,2000.0,74,40,40,689
20,Gamma_LoadFactor;Gamma_Sawtooth;Alpha_StarGraph,460.261,424.517,545.963,495.802,386.449,433.53,458.299,510.024,543.901,494.768,EVOLVING,2000.0,72,40,40,729
21,Delta_Extremist;Beta_ModuloStep;Alpha_StarGraph,460.261,495.599,545.963,495.802,386.449,433.53,458.299,510.024,543.901,494.768,EVOLVING,2000.0,68,37,37,766
22,Alpha_StarGraph;Gamma_Disconnected;Beta_LineChain,460.261,495.599,545.963,509.152,551.759,544.927,458.299,510.024,543.901,494.768,EVOLVING,2000.0,80,33,33,799
23,Delta_Extremist;Alpha_StarGraph;Gamma_LoadFactor,460.261,495.599,545.963,577.781,551.759,544.927,458.299,510.024,543.901,494.768,EVOLVING,2000.0,73,36,36,835
24,Alpha_HashCollision;Alpha_StarGraph;Gamma_Disconnected,466.649,495.599,545.963,577.781,551.759,544.927,458.299,510.024,543.901,494.768,EVOLVING,2000.0,75,39,39,874
25,Gamma_Sawtooth;Delta_Extremist;Alpha_StarGraph,466.649,495.599,545.963,591.001,551.759,544.927,458.299,510.024,543.901,494.768,EVOLVING,2000.0,75,35,35,909
26,Alpha_Reversed;Gamma_LoadFactor;Beta_LineChain,466.649,495.599,584.568,591.001,551.759,544.927,503.069,510.024,543.901,494.768,EVOLVING,2000.0,71,38,38,947
27,Beta_LineChain;Beta_ModuloStep;Delta_Extremist,466.649,527.141,584.568,591.001,567.272,544.927,503.069,510.024,543.901,565.832,EVOLVING,2000.0,66,35,35,982
28,Alpha_StarGraph;Delta_Extremist;Beta_ModuloStep,466.649,527.141,584.568,605.779,567.272,544.927,503.069,510.024,543.901,565.832,EVOLVING,2000.0,70,39,39,1021
29,Beta_LineChain;Gamma_LoadFactor;Gamma_Sawtooth,466.649,527.141,584.568,605.779,567.272,544.927,503.069,510.024,555.029,565.832,EVOLVING,2000.0,66,38,38,1059
30,Delta_Extremist;Beta_AllEqual;Gamma_Disconnected,466.649,527.141,584.568,605.779,567.272,571.287,503.069,604.081,555.029,565.832,EVOLVING,2000.0,77,34,34,1093
31,Alpha_StarGraph;Beta_AllEqual;Alpha_Reversed,466.649,527.141,584.568,613.598,567.272,571.287,619.254,604.081,555.029,565.832,EVOLVING,2000.0,65,39,39,1132
32,Beta_ModuloStep;Alpha_Reversed;Gamma_LoadFactor,466.649,610.622,584.568,613.598,567.272,571.287,634.907,604.081,555.029,565.832,EVOLVING,2000.0,70,38,38,1170
33,Gamma_LoadFactor;Beta_LineChain;Alpha_Reversed,466.649,610.622,584.568,613.598,591.462,571.287,634.907,604.081,555.029,565.832,EVOLVING,2000.0,70,32,32,1202
34,Alpha_HashCollision;Gamma_Sawtooth;Beta_ModuloStep,627.271,610.622,584.568,613.598,591.462,571.287,634.907,604.081,573.651,565.832,EVOLVING,2000.0,75,33,33,1235
35,Gamma_LoadFactor;Alpha_Reversed;Gamma_Sawtooth,627.271,610.622,649.355,613.598,591.462,571.287,634.907,604.081,573.651,565.832,EVOLVING,2000.0,79,32,32,1267
36,Beta_AllEqual;Gamma_LoadFactor;Alpha_HashCollision,627.271,610.622,649.824,613.598,591.462,571.287,634.907,604.081,573.651,565.832,EVOLVING,2000.0,75,34,34,1301
37,Beta_LineChain;Alpha_HashCollision;Beta_ModuloStep,627.271,610.622,649.824,613.598,601.515,571.287,634.907,604.081,573.651,565.832,EVOLVING,2000.0,68,37,37,1338
38,Delta_Extremist;Gamma_Sawtooth;Beta_ModuloStep,627.271,610.622,649.824,613.598,601.515,571.287,634.907,604.081,652.354,649.995,EVOLVING,2000.0,65,40,40,1378
39,Beta_ModuloStep;Delta_Extremist;Alpha_HashCollision,627.271,610.622,649.824,613.598,601.515,571.287,634.907,604.081,652.354,649.995,EVOLVING,2000.0,73,38,38,1416
40,Beta_AllEqual;Alpha_HashCollision;Beta_ModuloStep,627.271,610.622,649.824,613.598,601.515,571.287,634.907,604.081,652.354,649.995,EVOLVING,2000.0,65,39,39,1455
41,Gamma_LoadFactor;Alpha_Reversed;Gamma_Disconnected,627.271,610.622,649.824,613.598,601.515,613.396,634.907,604.081,652.354,649.995,EVOLVING,2000.0,77,36,36,1491
42,Beta_AllEqual;Beta_ModuloStep;Delta_Extremist,627.271,610.622,649.824,613.598,601.515,613.396,634.907,604.081,652.354,649.995,EVOLVING,2000.0,73,38,38,1529
43,Gamma_Sawtooth;Gamma_LoadFactor;Beta_AllEqual,627.271,610.622,649.824,613.598,601.515,613.396,634.907,657.119,652.354,649.995,EVOLVING,2000.0,74,39,39,1568
44,Beta_ModuloStep;Alpha_StarGraph;Alpha_Reversed,627.271,651.124,649.824,613.598,601.515,613.396,635.889,657.119,652.354,649.995,EVOLVING,2000.0,80,36,36,1604
45,Alpha_HashCollision;Alpha_StarGraph;Beta_LineChain,627.271,651.124,649.824,613.598,601.515,613.396,635.889,657.119,652.354,649.995,EVOLVING,2000.0,71,34,34,1638
46,Beta_LineChain;Gamma_Sawtooth;Alpha_Reversed,627.271,651.124,649.824,613.598,601.515,613.396,635.889,657.119,668.041,649.995,EVOLVING,2000.0,71,37,37,1675
47,Beta_AllEqual;Gamma_Disconnected;Gamma_Sawtooth,627.271,651.124,649.824,613.598,601.515,644.419,635.889,657.119,668.041,649.995,EVOLVING,2000.0,70,40,40,1715
48,Gamma_Disconnected;Delta_Extremist;Gamma_Sawtooth,627.271,651.124,649.824,613.598,601.515,644.419,635.889,657.119,668.041,649.995,EVOLVING,2000.0,66,34,34,1749
49,Gamma_Disconnected;Beta_LineChain;Beta_ModuloStep,627.271,655.754,649.824,613.598,601.515,644.419,635.889,657.119,668.041,649.995,EVOLVING,2000.0,74,37,37,1786
