Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_Disconnected;Delta_Extremist;Alpha_StarGraph,16.169,15.235,17.308,97.349,21.228,101.523,13.042,19.069,8.593,108.147,EVOLVING,2000,215,75,290,290
2,Alpha_Reversed;Alpha_HashCollision;Beta_AllEqual,213.945,15.235,17.308,97.349,21.228,101.523,194.787,184.124,8.593,108.147,EVOLVING,2000,217,79,296,586
3,Alpha_StarGraph;Alpha_Reversed;Beta_ModuloStep,213.945,299.361,17.308,302.705,21.228,101.523,300.59,184.124,8.593,108.147,EVOLVING,2000,212,74,286,872
4,Alpha_HashCollision;Gamma_Sawtooth;Gamma_Disconnected,349.005,299.361,17.308,302.705,21.228,349.584,300.59,184.124,428.003,108.147,EVOLVING,2000,217,75,292,1164
5,Beta_ModuloStep;Beta_AllEqual;Alpha_HashCollision,420.466,477.147,17.308,302.705,21.228,349.584,300.59,465.294,428.003,108.147,EVOLVING,2000,221,73,294,1458
6,Beta_LineChain;Alpha_StarGraph;Beta_AllEqual,420.466,477.147,17.308,482.478,470.86,349.584,300.59,591.945,428.003,108.147,EVOLVING,2000,205,73,278,1736
7,Gamma_LoadFactor;Beta_AllEqual;Alpha_HashCollision,629.245,477.147,640.774,482.478,470.86,349.584,300.59,663.469,428.003,108.147,EVOLVING,2000,215,78,293,2029
8,Delta_Extremist;Gamma_Disconnected;Gamma_Sawtooth,629.245,477.147,640.774,482.478,470.86,666.607,300.59,663.469,735.313,601.656,EVOLVING,2000,218,72,290,2319
9,Beta_AllEqual;Beta_ModuloStep;Gamma_Sawtooth,629.245,725.081,640.774,482.478,470.86,666.607,300.59,735.098,749.106,601.656,EVOLVING,2000,213,72,285,2604
10,Delta_Extremist;Alpha_Reversed;Beta_AllEqual,629.245,725.081,640.774,482.478,470.86,666.607,791.931,830.706,749.106,820.109,EVOLVING,2000,224,75,299,2903
11,Gamma_Sawtooth;Gamma_Disconnected;Gamma_LoadFactor,629.245,725.081,713.869,482.478,470.86,769.868,791.931,830.706,811.635,820.109,EVOLVING,2000,208,71,279,3182
12,Beta_ModuloStep;Delta_Extremist;Alpha_Reversed,629.245,869.216,713.869,482.478,470.86,769.868,798.689,830.706,811.635,822.894,EVOLVING,2000,224,77,301,3483
13,Alpha_Reversed;Beta_LineChain;Alpha_StarGraph,629.245,869.216,713.869,861.994,832.502,769.868,907.897,830.706,811.635,822.894,EVOLVING,2000,215,79,294,3777
14,Alpha_StarGraph;Gamma_Disconnected;Alpha_HashCollision,967.676,869.216,713.869,861.994,832.502,959.242,907.897,830.706,811.635,822.894,EVOLVING,2000,221,76,297,4074
15,Beta_LineChain;Beta_ModuloStep;Gamma_Sawtooth,967.676,911.818,713.869,861.994,877.631,959.242,907.897,830.706,952.686,822.894,EVOLVING,2000,224,71,295,4369
16,Alpha_HashCollision;Beta_LineChain;Delta_Extremist,967.676,911.818,713.869,861.994,990.357,959.242,907.897,830.706,952.686,1089.681,EVOLVING,2000,222,73,295,4664
17,Gamma_Disconnected;Beta_LineChain;Gamma_LoadFactor,967.676,911.818,998.664,861.994,990.357,1067.988,907.897,830.706,952.686,1089.681,EVOLVING,2000,212,71,283,4947
18,Alpha_HashCollision;Alpha_StarGraph;Gamma_Disconnected,1121.923,911.818,998.664,1105.842,990.357,1067.988,907.897,830.706,952.686,1089.681,EVOLVING,2000,221,72,293,5240
19,Alpha_Reversed;Delta_Extremist;Gamma_Sawtooth,1121.923,911.818,998.664,1105.842,990.357,1067.988,1156.867,830.706,1193.953,1089.681,EVOLVING,2000,216,79,295,5535
20,Gamma_Disconnected;Alpha_HashCollision;Beta_LineChain,1121.923,911.818,998.664,1105.842,1182.286,1067.988,1156.867,830.706,1193.953,1089.681,EVOLVING,2000,214,81,295,5830
21,Beta_LineChain;Beta_ModuloStep;Gamma_LoadFactor,1121.923,1031.655,1215.836,1105.842,1182.286,1067.988,1156.867,830.706,1193.953,1089.681,EVOLVING,2000,217,73,290,6120
22,Alpha_Reversed;Beta_AllEqual;Alpha_HashCollision,1121.923,1031.655,1215.836,1105.842,1182.286,1067.988,1156.867,1089.32,1193.953,1089.681,EVOLVING,2000,214,75,289,6409
23,Beta_LineChain;Delta_Extremist;Beta_AllEqual,1121.923,1031.655,1215.836,1105.842,1182.286,1067.988,1156.867,1089.32,1193.953,1188.304,EVOLVING,2000,223,75,298,6707
24,Beta_LineChain;Gamma_LoadFactor;Gamma_Sawtooth,1121.923,1031.655,1215.836,1105.842,1182.286,1067.988,1156.867,1089.32,1193.953,1188.304,EVOLVING,2000,213,74,287,6994
25,Beta_AllEqual;Alpha_Reversed;Alpha_HashCollision,1121.923,1031.655,1215.836,1105.842,1182.286,1067.988,1175.131,1089.32,1193.953,1188.304,EVOLVING,2000,207,83,290,7284
26,Alpha_StarGraph;Beta_ModuloStep;Gamma_LoadFactor,1121.923,1287.877,1261.816,1201.351,1182.286,1067.988,1175.131,1089.32,1193.953,1188.304,EVOLVING,2000,224,70,294,7578
27,Delta_Extremist;Beta_AllEqual;Alpha_StarGraph,1121.923,1287.877,1261.816,1201.351,1182.286,1067.988,1175.131,1342.565,1193.953,1203.347,EVOLVING,2000,223,80,303,7881
28,Alpha_StarGraph;Gamma_Sawtooth;Alpha_Reversed,1121.923,1287.877,1261.816,1257.572,1182.286,1067.988,1249.988,1342.565,1193.953,1203.347,EVOLVING,2000,215,72,287,8168
29,Alpha_Reversed;Alpha_StarGraph;Gamma_Sawtooth,1121.923,1287.877,1261.816,1270.177,1182.286,1067.988,1249.988,1342.565,1193.953,1203.347,EVOLVING,2000,212,80,292,8460
30,Delta_Extremist;Gamma_Disconnected;Beta_LineChain,1121.923,1287.877,1261.816,1270.177,1182.286,1131.897,1249.988,1342.565,1193.953,1235.441,EVOLVING,2000,217,74,291,8751
31,Alpha_HashCollision;Beta_ModuloStep;Gamma_LoadFactor,1273.732,1287.877,1264.049,1270.177,1182.286,1131.897,1249.988,1342.565,1193.953,1235.441,EVOLVING,2000,220,71,291,9042
32,Delta_Extremist;Beta_LineChain;Gamma_Sawtooth,1273.732,1287.877,1264.049,1270.177,1244.841,1131.897,1249.988,1342.565,1193.953,1298.035,EVOLVING,2000,218,71,289,9331
33,Beta_AllEqual;Beta_ModuloStep;Delta_Extremist,1273.732,1334.489,1264.049,1270.177,1244.841,1131.897,1249.988,1342.565,1193.953,1298.035,EVOLVING,2000,215,76,291,9622
34,Gamma_Sawtooth;Alpha_StarGraph;Beta_AllEqual,1273.732,1334.489,1264.049,1410.542,1244.841,1131.897,1249.988,1342.565,1193.953,1298.035,EVOLVING,2000,212,73,285,9907
35,Beta_LineChain;Beta_ModuloStep;Gamma_Disconnected,1273.732,1334.489,1264.049,1410.542,1265.866,1383.334,1249.988,1342.565,1193.953,1298.035,EVOLVING,2000,218,71,289,10196
36,Beta_ModuloStep;Alpha_HashCollision;Gamma_Disconnected,1361.506,1334.489,1264.049,1410.542,1265.866,1383.334,1249.988,1342.565,1193.953,1298.035,EVOLVING,2000,211,76,287,10483
37,Beta_AllEqual;Beta_ModuloStep;Alpha_HashCollision,1361.506,1410.538,1264.049,1410.542,1265.866,1383.334,1249.988,1342.565,1193.953,1298.035,EVOLVING,2000,218,81,299,10782
38,Gamma_Sawtooth;Gamma_Disconnected;Beta_ModuloStep,1361.506,1410.538,1264.049,1410.542,1265.866,1383.334,1249.988,1342.565,1313.071,1298.035,EVOLVING,2000,214,76,290,11072
39,Gamma_LoadFactor;Gamma_Sawtooth;Beta_AllEqual,1361.506,1410.538,1379.642,1410.542,1265.866,1383.334,1249.988,1342.565,1348.717,1298.035,EVOLVING,2000,221,74,295,11367
40,Gamma_LoadFactor;Alpha_HashCollision;Beta_LineChain,1361.506,1410.538,1379.642,1410.542,1265.866,1383.334,1249.988,1342.565,1348.717,1298.035,EVOLVING,2000,215,76,291,11658
41,Beta_LineChain;Gamma_LoadFactor;Alpha_StarGraph,1361.506,1410.538,1379.642,1453.85,1265.866,1383.334,1249.988,1342.565,1348.717,1298.035,EVOLVING,2000,208,73,281,11939
42,Alpha_HashCollision;Beta_LineChain;Beta_ModuloStep,1361.506,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1342.565,1348.717,1298.035,EVOLVING,2000,223,76,299,12238
43,Beta_LineChain;Alpha_StarGraph;Gamma_LoadFactor,1361.506,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1342.565,1348.717,1298.035,EVOLVING,2000,225,77,302,12540
44,Alpha_Reversed;Gamma_LoadFactor;Delta_Extremist,1361.506,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1342.565,1348.717,1397.242,EVOLVING,2000,209,75,284,12824
45,Gamma_Disconnected;Gamma_LoadFactor;Beta_ModuloStep,1361.506,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1342.565,1348.717,1397.242,EVOLVING,2000,215,80,295,13119
46,Gamma_Disconnected;Gamma_Sawtooth;Alpha_HashCollision,1483.201,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1342.565,1403.029,1397.242,EVOLVING,2000,220,70,290,13409
47,Beta_AllEqual;Beta_ModuloStep;Alpha_HashCollision,1483.201,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1460.004,1403.029,1397.242,EVOLVING,2000,220,79,299,13708
48,Gamma_Sawtooth;Gamma_Disconnected;Beta_AllEqual,1483.201,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1460.004,1403.029,1397.242,EVOLVING,2000,219,76,295,14003
49,Gamma_LoadFactor;Delta_Extremist;Beta_ModuloStep,1483.201,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1460.004,1403.029,1397.242,EVOLVING,2000,219,80,299,14302
50,Gamma_LoadFactor;Beta_ModuloStep;Gamma_Sawtooth,1483.201,1410.538,1379.642,1453.85,1399.139,1383.334,1249.988,1460.004,1403.029,1397.242,EVOLVING,2000,210,80,290,14592
