Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_ModuloStep;Beta_AllEqual;Alpha_Reversed,24.553,34.373,24.533,21.545,17.978,8.905,37.273,35.1,24.772,15.577,EVOLVING,2000.0,219,77,296,296
2,Beta_LineChain;Gamma_Sawtooth;Alpha_HashCollision,62.211,34.373,24.533,21.545,61.801,8.905,37.273,35.1,72.632,15.577,EVOLVING,2000.0,217,78,295,591
3,Gamma_Sawtooth;Beta_AllEqual;Alpha_HashCollision,107.089,34.373,24.533,21.545,61.801,8.905,37.273,99.063,99.841,15.577,EVOLVING,2000.0,212,76,288,879
4,Beta_AllEqual;Gamma_Sawtooth;Gamma_LoadFactor,107.089,34.373,134.244,21.545,61.801,8.905,37.273,121.332,135.952,15.577,EVOLVING,2000.0,217,82,299,1178
5,Alpha_HashCollision;Beta_ModuloStep;Delta_Extremist,148.075,149.169,134.244,21.545,61.801,8.905,37.273,121.332,135.952,139.085,EVOLVING,2000.0,217,74,291,1469
6,Beta_LineChain;Delta_Extremist;Gamma_LoadFactor,148.075,149.169,184.806,21.545,173.487,8.905,37.273,121.332,135.952,184.465,EVOLVING,2000.0,218,71,289,1758
7,Alpha_StarGraph;Beta_LineChain;Beta_ModuloStep,148.075,172.971,184.806,203.755,181.021,8.905,37.273,121.332,135.952,184.465,EVOLVING,2000.0,213,78,291,2049
8,Gamma_LoadFactor;Gamma_Disconnected;Alpha_HashCollision,206.011,172.971,233.361,203.755,181.021,240.083,37.273,121.332,135.952,184.465,EVOLVING,2000.0,215,75,290,2339
9,Alpha_StarGraph;Alpha_Reversed;Gamma_LoadFactor,206.011,172.971,244.19,224.847,181.021,240.083,244.426,121.332,135.952,184.465,EVOLVING,2000.0,215,82,297,2636
10,Beta_AllEqual;Delta_Extremist;Beta_ModuloStep,206.011,248.922,244.19,224.847,181.021,240.083,244.426,265.021,135.952,276.128,EVOLVING,2000.0,214,69,283,2919
11,Alpha_Reversed;Delta_Extremist;Beta_AllEqual,206.011,248.922,244.19,224.847,181.021,240.083,280.63,273.533,135.952,298.718,EVOLVING,2000.0,211,75,286,3205
12,Alpha_HashCollision;Alpha_StarGraph;Gamma_Sawtooth,278.893,248.922,244.19,249.778,181.021,240.083,280.63,273.533,260.427,298.718,EVOLVING,2000.0,217,78,295,3500
13,Delta_Extremist;Beta_AllEqual;Alpha_HashCollision,278.893,248.922,244.19,249.778,181.021,240.083,280.63,324.52,260.427,306.885,EVOLVING,2000.0,218,78,296,3796
14,Alpha_HashCollision;Gamma_LoadFactor;Alpha_StarGraph,318.937,248.922,337.073,274.736,181.021,240.083,280.63,324.52,260.427,306.885,EVOLVING,2000.0,219,72,291,4087
