Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_LoadFactor;Beta_AllEqual;Delta_Extremist,9.644,10.659,46.21,18.98,17.574,23.048,17.281,44.61,15.281,45.434,EVOLVING,2000,66,37,37,37
2,Gamma_LoadFactor;Gamma_Disconnected;Beta_AllEqual,9.644,10.659,88.698,18.98,17.574,73.83,17.281,89.441,15.281,45.434,EVOLVING,2000,72,34,34,71
3,Alpha_Reversed;Delta_Extremist;Gamma_Disconnected,9.644,10.659,88.698,18.98,17.574,116.163,113.149,89.441,15.281,123.493,EVOLVING,2000,77,37,37,108
4,Beta_ModuloStep;Beta_AllEqual;Alpha_Reversed,9.644,144.53,88.698,18.98,17.574,116.163,136.104,163.077,15.281,123.493,EVOLVING,2000,70,32,32,140
5,Alpha_StarGraph;Gamma_Sawtooth;Beta_ModuloStep,9.644,175.377,88.698,175.576,17.574,116.163,136.104,163.077,200.981,123.493,EVOLVING,2000,75,33,33,173
6,Alpha_Reversed;Beta_LineChain;Alpha_HashCollision,193.106,175.377,88.698,175.576,228.407,116.163,217.901,163.077,200.981,123.493,EVOLVING,2000,66,34,34,207
7,Beta_LineChain;Alpha_Reversed;Gamma_LoadFactor,193.106,175.377,252.074,175.576,239.373,116.163,217.901,163.077,200.981,123.493,EVOLVING,2000,66,37,37,244
8,Gamma_Disconnected;Alpha_Reversed;Beta_LineChain,193.106,175.377,252.074,175.576,262.151,269.192,234.347,163.077,200.981,123.493,EVOLVING,2000,72,35,35,279
9,Alpha_StarGraph;Beta_AllEqual;Alpha_HashCollision,295.438,175.377,252.074,275.731,262.151,269.192,234.347,296.275,200.981,123.493,EVOLVING,2000,76,40,40,319
10,Gamma_Disconnected;Delta_Extremist;Gamma_LoadFactor,295.438,175.377,278.98,275.731,262.151,276.659,234.347,296.275,200.981,281.537,EVOLVING,2000,75,32,32,351
11,Alpha_HashCollision;Beta_ModuloStep;Beta_AllEqual,296.539,334.329,278.98,275.731,262.151,276.659,234.347,362.259,200.981,281.537,EVOLVING,2000,69,38,38,389
