Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_Reversed;Gamma_Sawtooth;Alpha_StarGraph,14.489,23.064,20.623,43.755,23.55,15.023,43.871,18.998,36.101,9.677,EVOLVING,2000.0,214,71,285,285
2,Alpha_HashCollision;Beta_LineChain;Gamma_Sawtooth,75.342,23.064,20.623,43.755,71.38,15.023,43.871,18.998,67.542,9.677,EVOLVING,2000.0,220,76,296,581
3,Alpha_Reversed;Alpha_HashCollision;Beta_AllEqual,116.88,23.064,20.623,43.755,71.38,15.023,100.72,117.585,67.542,9.677,EVOLVING,2000.0,215,76,291,872
4,Delta_Extremist;Alpha_Reversed;Gamma_Sawtooth,116.88,23.064,20.623,43.755,71.38,15.023,142.146,117.585,140.993,153.753,EVOLVING,2000.0,219,72,291,1163
5,Alpha_StarGraph;Gamma_LoadFactor;Beta_LineChain,116.88,23.064,179.633,147.858,145.406,15.023,142.146,117.585,140.993,153.753,EVOLVING,2000.0,215,73,288,1451
6,Delta_Extremist;Alpha_HashCollision;Beta_LineChain,201.65,23.064,179.633,147.858,176.801,15.023,142.146,117.585,140.993,168.813,EVOLVING,2000.0,215,76,291,1742
7,Beta_ModuloStep;Gamma_Sawtooth;Alpha_Reversed,201.65,212.456,179.633,147.858,176.801,15.023,235.65,117.585,227.334,168.813,EVOLVING,2000.0,215,73,288,2030
8,Gamma_Disconnected;Alpha_StarGraph;Alpha_Reversed,201.65,212.456,179.633,229.056,176.801,221.475,235.65,117.585,227.334,168.813,EVOLVING,2000.0,219,76,295,2325
9,Alpha_StarGraph;Alpha_HashCollision;Beta_AllEqual,229.983,212.456,179.633,243.056,176.801,221.475,235.65,258.801,227.334,168.813,EVOLVING,2000.0,219,76,295,2620
10,Beta_ModuloStep;Alpha_StarGraph;Beta_LineChain,229.983,266.08,179.633,289.423,259.227,221.475,235.65,258.801,227.334,168.813,EVOLVING,2000.0,219,71,290,2910
11,Gamma_LoadFactor;Beta_ModuloStep;Alpha_StarGraph,229.983,277.682,294.914,289.423,259.227,221.475,235.65,258.801,227.334,168.813,EVOLVING,2000.0,221,70,291,3201
12,Gamma_LoadFactor;Gamma_Sawtooth;Gamma_Disconnected,229.983,277.682,336.997,289.423,259.227,273.604,235.65,258.801,294.359,168.813,EVOLVING,2000.0,213,77,290,3491
13,Alpha_StarGraph;Alpha_HashCollision;Beta_LineChain,314.636,277.682,336.997,320.572,315.26,273.604,235.65,258.801,294.359,168.813,EVOLVING,2000.0,213,75,288,3779
14,Beta_LineChain;Delta_Extremist;Alpha_HashCollision,342.019,277.682,336.997,320.572,315.26,273.604,235.65,258.801,294.359,335.614,EVOLVING,2000.0,216,69,285,4064
15,Beta_LineChain;Gamma_Disconnected;Alpha_HashCollision,342.019,277.682,336.997,320.572,321.096,329.933,235.65,258.801,294.359,335.614,EVOLVING,2000.0,215,76,291,4355
16,Beta_LineChain;Alpha_HashCollision;Beta_ModuloStep,345.837,324.387,336.997,320.572,366.288,329.933,235.65,258.801,294.359,335.614,EVOLVING,2000.0,212,72,284,4639
17,Alpha_Reversed;Beta_ModuloStep;Alpha_HashCollision,396.583,379.575,336.997,320.572,366.288,329.933,341.109,258.801,294.359,335.614,EVOLVING,2000.0,220,78,298,4937
18,Alpha_Reversed;Alpha_HashCollision;Alpha_StarGraph,396.583,379.575,336.997,416.14,366.288,329.933,394.37,258.801,294.359,335.614,EVOLVING,2000.0,220,76,296,5233
19,Alpha_Reversed;Alpha_StarGraph;Gamma_LoadFactor,396.583,379.575,405.43,416.14,366.288,329.933,421.549,258.801,294.359,335.614,EVOLVING,2000.0,220,72,292,5525
20,Gamma_LoadFactor;Beta_AllEqual;Beta_ModuloStep,396.583,412.091,420.919,416.14,366.288,329.933,421.549,381.098,294.359,335.614,EVOLVING,2000.0,223,75,298,5823
21,Delta_Extremist;Alpha_StarGraph;Alpha_HashCollision,396.583,412.091,420.919,416.14,366.288,329.933,421.549,381.098,294.359,357.158,EVOLVING,2000.0,218,67,285,6108
22,Gamma_Sawtooth;Delta_Extremist;Beta_AllEqual,396.583,412.091,420.919,416.14,366.288,329.933,421.549,389.693,435.516,444.745,EVOLVING,2000.0,210,72,282,6390
23,Alpha_Reversed;Alpha_HashCollision;Gamma_Sawtooth,401.446,412.091,420.919,416.14,366.288,329.933,421.549,389.693,453.694,444.745,EVOLVING,2000.0,218,76,294,6684
24,Beta_AllEqual;Delta_Extremist;Gamma_Sawtooth,401.446,412.091,420.919,416.14,366.288,329.933,421.549,452.673,453.694,444.745,EVOLVING,2000.0,220,77,297,6981
25,Alpha_HashCollision;Beta_AllEqual;Alpha_Reversed,401.446,412.091,420.919,416.14,366.288,329.933,421.549,452.673,453.694,444.745,EVOLVING,2000.0,217,74,291,7272
26,Beta_LineChain;Alpha_HashCollision;Gamma_Sawtooth,407.638,412.091,420.919,416.14,453.069,329.933,421.549,452.673,453.694,444.745,EVOLVING,2000.0,221,70,291,7563
27,Alpha_HashCollision;Gamma_LoadFactor;Alpha_Reversed,434.937,412.091,456.661,416.14,453.069,329.933,441.854,452.673,453.694,444.745,EVOLVING,2000.0,211,74,285,7848
28,Alpha_Reversed;Alpha_HashCollision;Alpha_StarGraph,434.937,412.091,456.661,416.14,453.069,329.933,441.854,452.673,453.694,444.745,EVOLVING,2000.0,214,76,290,8138
29,Gamma_Sawtooth;Alpha_HashCollision;Delta_Extremist,434.937,412.091,456.661,416.14,453.069,329.933,441.854,452.673,453.694,444.745,EVOLVING,2000.0,222,77,299,8437
