Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_LoadFactor;Gamma_Disconnected;Alpha_HashCollision,47.589,11.684,45.793,17.631,24.414,51.201,8.341,10.324,20.866,13.019,EVOLVING,2000.0,67,36,36,36
2,Alpha_HashCollision;Delta_Extremist;Beta_AllEqual,89.303,11.684,45.793,17.631,24.414,51.201,8.341,102.118,20.866,91.301,EVOLVING,2000.0,66,39,39,75
3,Beta_ModuloStep;Beta_LineChain;Gamma_Sawtooth,89.303,121.148,45.793,17.631,132.104,51.201,8.341,102.118,140.559,91.301,EVOLVING,2000.0,75,38,38,113
4,Beta_LineChain;Gamma_Sawtooth;Beta_AllEqual,89.303,121.148,45.793,17.631,173.562,51.201,8.341,192.579,187.222,91.301,EVOLVING,2000.0,67,32,32,145
5,Gamma_LoadFactor;Alpha_Reversed;Beta_AllEqual,89.303,121.148,231.612,17.631,173.562,51.201,184.012,209.944,187.222,91.301,EVOLVING,2000.0,79,37,37,182
6,Gamma_Disconnected;Alpha_StarGraph;Beta_LineChain,89.303,121.148,231.612,265.654,245.541,236.502,184.012,209.944,187.222,91.301,EVOLVING,2000.0,73,36,36,218
7,Gamma_Disconnected;Beta_LineChain;Gamma_Sawtooth,89.303,121.148,231.612,265.654,265.615,256.854,184.012,209.944,260.418,91.301,EVOLVING,2000.0,72,32,32,250
8,Beta_AllEqual;Delta_Extremist;Beta_ModuloStep,89.303,306.688,231.612,265.654,265.615,256.854,184.012,288.644,260.418,329.828,EVOLVING,2000.0,67,34,34,284
9,Gamma_Disconnected;Alpha_Reversed;Alpha_HashCollision,314.689,306.688,231.612,265.654,265.615,332.292,302.961,288.644,260.418,329.828,EVOLVING,2000.0,66,33,33,317
10,Alpha_StarGraph;Alpha_HashCollision;Beta_AllEqual,367.327,306.688,231.612,336.245,265.615,332.292,302.961,368.437,260.418,329.828,EVOLVING,2000.0,65,32,32,349
11,Beta_ModuloStep;Gamma_Sawtooth;Alpha_Reversed,367.327,356.169,231.612,336.245,265.615,332.292,380.184,368.437,324.098,329.828,EVOLVING,2000.0,74,39,39,388
12,Alpha_HashCollision;Alpha_StarGraph;Delta_Extremist,380.832,356.169,231.612,394.451,265.615,332.292,380.184,368.437,324.098,407.791,EVOLVING,2000.0,73,33,33,421
13,Beta_AllEqual;Alpha_StarGraph;Gamma_LoadFactor,380.832,356.169,448.27,394.451,265.615,332.292,380.184,426.437,324.098,407.791,EVOLVING,2000.0,68,32,32,453
14,Beta_ModuloStep;Delta_Extremist;Beta_LineChain,380.832,398.326,448.27,394.451,441.759,332.292,380.184,426.437,324.098,423.24,EVOLVING,2000.0,70,36,36,489
15,Gamma_LoadFactor;Delta_Extremist;Beta_LineChain,380.832,398.326,448.27,394.451,486.618,332.292,380.184,426.437,324.098,423.24,EVOLVING,2000.0,72,32,32,521
16,Delta_Extremist;Gamma_LoadFactor;Beta_ModuloStep,380.832,457.612,448.27,394.451,486.618,332.292,380.184,426.437,324.098,497.88,EVOLVING,2000.0,78,34,34,555
17,Beta_ModuloStep;Beta_LineChain;Gamma_LoadFactor,380.832,459.686,448.27,394.451,515.15,332.292,380.184,426.437,324.098,497.88,EVOLVING,2000.0,72,33,33,588
18,Beta_ModuloStep;Gamma_Sawtooth;Gamma_LoadFactor,380.832,482.565,448.27,394.451,515.15,332.292,380.184,426.437,424.947,497.88,EVOLVING,2000.0,75,37,37,625
19,Alpha_Reversed;Gamma_LoadFactor;Alpha_HashCollision,514.924,482.565,457.296,394.451,515.15,332.292,526.589,426.437,424.947,497.88,EVOLVING,2000.0,78,32,32,657
20,Alpha_HashCollision;Beta_LineChain;Beta_AllEqual,514.924,482.565,457.296,394.451,515.15,332.292,526.589,445.173,424.947,497.88,EVOLVING,2000.0,78,38,38,695
21,Alpha_Reversed;Beta_LineChain;Delta_Extremist,514.924,482.565,457.296,394.451,515.15,332.292,526.589,445.173,424.947,531.101,EVOLVING,2000.0,66,38,38,733
22,Beta_ModuloStep;Beta_AllEqual;Alpha_StarGraph,514.924,482.565,457.296,503.787,515.15,332.292,526.589,488.095,424.947,531.101,EVOLVING,2000.0,68,37,37,770
23,Beta_ModuloStep;Alpha_Reversed;Gamma_LoadFactor,514.924,570.098,463.301,503.787,515.15,332.292,569.819,488.095,424.947,531.101,EVOLVING,2000.0,69,33,33,803
24,Beta_AllEqual;Delta_Extremist;Beta_ModuloStep,514.924,570.098,463.301,503.787,515.15,332.292,569.819,577.867,424.947,531.101,EVOLVING,2000.0,76,35,35,838
25,Gamma_Sawtooth;Beta_LineChain;Beta_ModuloStep,514.924,570.098,463.301,503.787,591.137,332.292,569.819,577.867,549.009,531.101,EVOLVING,2000.0,74,38,38,876
26,Beta_AllEqual;Beta_ModuloStep;Alpha_Reversed,514.924,570.098,463.301,503.787,591.137,332.292,569.819,577.867,549.009,531.101,EVOLVING,2000.0,66,32,32,908
27,Alpha_Reversed;Delta_Extremist;Gamma_Disconnected,514.924,570.098,463.301,503.787,591.137,578.052,569.819,577.867,549.009,583.296,EVOLVING,2000.0,72,36,36,944
28,Beta_ModuloStep;Alpha_HashCollision;Beta_AllEqual,539.206,570.098,463.301,503.787,591.137,578.052,569.819,597.87,549.009,583.296,EVOLVING,2000.0,65,35,35,979
29,Gamma_Sawtooth;Alpha_StarGraph;Gamma_Disconnected,539.206,570.098,463.301,510.705,591.137,578.052,569.819,597.87,617.576,583.296,EVOLVING,2000.0,72,37,37,1016
30,Beta_LineChain;Alpha_HashCollision;Alpha_StarGraph,539.206,570.098,463.301,602.023,627.061,578.052,569.819,597.87,617.576,583.296,EVOLVING,2000.0,70,39,39,1055
31,Beta_AllEqual;Beta_ModuloStep;Alpha_StarGraph,539.206,570.098,463.301,602.741,627.061,578.052,569.819,616.782,617.576,583.296,EVOLVING,2000.0,74,39,39,1094
32,Gamma_LoadFactor;Alpha_HashCollision;Beta_ModuloStep,558.672,570.098,551.956,602.741,627.061,578.052,569.819,616.782,617.576,583.296,EVOLVING,2000.0,80,33,33,1127
33,Alpha_Reversed;Delta_Extremist;Alpha_StarGraph,558.672,570.098,551.956,602.741,627.061,578.052,620.602,616.782,617.576,623.57,EVOLVING,2000.0,76,37,37,1164
34,Gamma_Disconnected;Beta_AllEqual;Gamma_Sawtooth,558.672,570.098,551.956,602.741,627.061,578.052,620.602,616.782,617.576,623.57,EVOLVING,2000.0,75,37,37,1201
35,Gamma_Disconnected;Gamma_Sawtooth;Alpha_Reversed,558.672,570.098,551.956,602.741,627.061,578.052,640.928,616.782,617.576,623.57,EVOLVING,2000.0,68,32,32,1233
36,Alpha_HashCollision;Alpha_StarGraph;Beta_LineChain,558.672,570.098,551.956,602.741,627.061,578.052,640.928,616.782,617.576,623.57,EVOLVING,2000.0,65,34,34,1267
37,Alpha_StarGraph;Beta_AllEqual;Gamma_Disconnected,558.672,570.098,551.956,643.004,627.061,578.052,640.928,635.283,617.576,623.57,EVOLVING,2000.0,78,38,38,1305
38,Beta_LineChain;Beta_AllEqual;Alpha_HashCollision,602.405,570.098,551.956,643.004,637.503,578.052,640.928,635.283,617.576,623.57,EVOLVING,2000.0,68,32,32,1337
39,Beta_AllEqual;Alpha_StarGraph;Alpha_HashCollision,608.574,570.098,551.956,643.004,637.503,578.052,640.928,635.283,617.576,623.57,EVOLVING,2000.0,75,32,32,1369
40,Alpha_Reversed;Delta_Extremist;Gamma_Disconnected,608.574,570.098,551.956,643.004,637.503,650.593,640.928,635.283,617.576,623.57,EVOLVING,2000.0,73,35,35,1404
41,Beta_AllEqual;Gamma_Disconnected;Delta_Extremist,608.574,570.098,551.956,643.004,637.503,650.593,640.928,635.283,617.576,623.57,EVOLVING,2000.0,72,33,33,1437
42,Beta_AllEqual;Gamma_Sawtooth;Gamma_LoadFactor,608.574,570.098,585.475,643.004,637.503,650.593,640.928,635.283,657.855,623.57,EVOLVING,2000.0,67,33,33,1470
43,Alpha_HashCollision;Gamma_LoadFactor;Gamma_Disconnected,608.574,570.098,585.475,643.004,637.503,650.593,640.928,635.283,657.855,623.57,EVOLVING,2000.0,68,32,32,1502
44,Beta_ModuloStep;Alpha_HashCollision;Beta_LineChain,608.574,619.667,585.475,643.004,637.503,650.593,640.928,635.283,657.855,623.57,EVOLVING,2000.0,71,33,33,1535
45,Gamma_Sawtooth;Beta_LineChain;Gamma_LoadFactor,608.574,619.667,605.999,643.004,646.569,650.593,640.928,635.283,657.855,623.57,EVOLVING,2000.0,70,40,40,1575
46,Beta_LineChain;Alpha_StarGraph;Gamma_LoadFactor,608.574,619.667,646.231,643.004,646.569,650.593,640.928,635.283,657.855,623.57,EVOLVING,2000.0,68,33,33,1608
47,Delta_Extremist;Alpha_HashCollision;Beta_ModuloStep,608.574,619.667,646.231,643.004,646.569,650.593,640.928,635.283,657.855,624.494,EVOLVING,2000.0,75,40,40,1648
48,Delta_Extremist;Beta_ModuloStep;Alpha_StarGraph,608.574,619.667,646.231,643.004,646.569,650.593,640.928,635.283,657.855,640.885,EVOLVING,2000.0,79,40,40,1688
49,Gamma_Sawtooth;Beta_AllEqual;Beta_LineChain,608.574,619.667,646.231,643.004,646.569,650.593,640.928,635.283,657.855,640.885,EVOLVING,2000.0,71,34,34,1722
50,Gamma_Disconnected;Alpha_Reversed;Beta_ModuloStep,608.574,661.255,646.231,643.004,646.569,650.593,640.928,635.283,657.855,640.885,EVOLVING,2000.0,79,32,32,1754
