Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_ModuloStep;Gamma_LoadFactor;Gamma_Sawtooth,14.541,13.705,16.566,9.12,25.161,13.078,12.408,21.085,15.869,19.534,EVOLVING,2000.0,217,76,293,293
2,Gamma_LoadFactor;Alpha_HashCollision;Gamma_Sawtooth,18.002,13.705,19.817,9.12,25.161,13.078,12.408,21.085,17.753,19.534,EVOLVING,2000.0,212,75,287,580
3,Gamma_LoadFactor;Gamma_Disconnected;Beta_ModuloStep,18.002,15.969,24.192,9.12,25.161,15.416,12.408,21.085,17.753,19.534,EVOLVING,2000.0,212,71,283,863
4,Gamma_LoadFactor;Beta_LineChain;Beta_ModuloStep,18.002,18.745,28.525,9.12,29.625,15.416,12.408,21.085,17.753,19.534,EVOLVING,2000.0,222,74,296,1159
5,Beta_AllEqual;Alpha_HashCollision;Alpha_StarGraph,20.143,18.745,28.525,10.435,29.625,15.416,12.408,23.588,17.753,19.534,EVOLVING,2000.0,220,71,291,1450
6,Alpha_StarGraph;Beta_ModuloStep;Gamma_Sawtooth,20.143,21.458,28.525,13.218,29.625,15.416,12.408,23.588,21.195,19.534,EVOLVING,2000.0,222,80,302,1752
7,Gamma_Disconnected;Delta_Extremist;Alpha_HashCollision,22.762,21.458,28.525,13.218,29.625,17.466,12.408,23.588,21.195,22.966,EVOLVING,2000.0,216,72,288,2040
8,Beta_AllEqual;Alpha_HashCollision;Alpha_Reversed,26.833,21.458,28.525,13.218,29.625,17.466,14.314,27.17,21.195,22.966,EVOLVING,2000.0,219,72,291,2331
9,Gamma_Disconnected;Alpha_StarGraph;Gamma_LoadFactor,26.833,21.458,31.008,15.051,29.625,21.039,14.314,27.17,21.195,22.966,EVOLVING,2000.0,212,70,282,2613
10,Delta_Extremist;Beta_ModuloStep;Gamma_Disconnected,26.833,25.127,31.008,15.051,29.625,23.895,14.314,27.17,21.195,25.147,EVOLVING,2000.0,214,79,293,2906
11,Beta_ModuloStep;Alpha_StarGraph;Alpha_HashCollision,33.999,30.525,31.008,20.791,29.625,23.895,14.314,27.17,21.195,25.147,EVOLVING,2000.0,213,81,294,3200
12,Beta_LineChain;Alpha_StarGraph;Beta_AllEqual,33.999,30.525,31.008,25.66,36.306,23.895,14.314,35.321,21.195,25.147,EVOLVING,2000.0,211,72,283,3483
13,Gamma_Sawtooth;Alpha_Reversed;Beta_ModuloStep,33.999,36.869,31.008,25.66,36.306,23.895,19.004,35.321,26.942,25.147,EVOLVING,2000.0,216,74,290,3773
14,Gamma_Disconnected;Beta_AllEqual;Delta_Extremist,33.999,36.869,31.008,25.66,36.306,28.01,19.004,44.747,26.942,29.983,EVOLVING,2000.0,217,74,291,4064
15,Beta_AllEqual;Beta_ModuloStep;Beta_LineChain,33.999,42.372,31.008,25.66,42.042,28.01,19.004,2585.68,26.942,29.983,TLE_ACHIEVED,2000.0,214,70,284,4348
