Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_ModuloStep;Alpha_Reversed;Beta_AllEqual,24.978,34.286,19.496,25.938,17.815,12.647,33.672,32.685,19.632,23.61,EVOLVING,2000.0,214,77,291,291
2,Beta_LineChain;Beta_AllEqual;Beta_ModuloStep,24.978,68.744,19.496,25.938,60.647,12.647,33.672,61.425,19.632,23.61,EVOLVING,2000.0,210,76,286,577
3,Beta_ModuloStep;Delta_Extremist;Alpha_StarGraph,24.978,86.608,19.496,99.451,60.647,12.647,33.672,61.425,19.632,94.201,EVOLVING,2000.0,213,72,285,862
4,Alpha_StarGraph;Beta_AllEqual;Gamma_Disconnected,24.978,86.608,19.496,105.375,60.647,117.39,33.672,107.2,19.632,94.201,EVOLVING,2000.0,219,76,295,1157
5,Alpha_StarGraph;Delta_Extremist;Gamma_Sawtooth,24.978,86.608,19.496,125.444,60.647,117.39,33.672,107.2,142.834,142.632,EVOLVING,2000.0,219,76,295,1452
6,Gamma_Sawtooth;Beta_LineChain;Alpha_HashCollision,174.609,86.608,19.496,125.444,169.559,117.39,33.672,107.2,142.834,142.632,EVOLVING,2000.0,210,76,286,1738
7,Beta_AllEqual;Beta_ModuloStep;Alpha_Reversed,174.609,167.694,19.496,125.444,169.559,117.39,194.489,168.667,142.834,142.632,EVOLVING,2000.0,217,71,288,2026
8,Alpha_StarGraph;Alpha_Reversed;Gamma_Disconnected,174.609,167.694,19.496,218.747,169.559,195.898,220.591,168.667,142.834,142.632,EVOLVING,2000.0,215,77,292,2318
9,Beta_ModuloStep;Alpha_StarGraph;Alpha_Reversed,174.609,202.235,19.496,228.45,169.559,195.898,220.591,168.667,142.834,142.632,EVOLVING,2000.0,220,78,298,2616
10,Beta_ModuloStep;Alpha_Reversed;Alpha_StarGraph,174.609,229.892,19.496,228.45,169.559,195.898,220.591,168.667,142.834,142.632,EVOLVING,2000.0,212,78,290,2906
11,Beta_ModuloStep;Alpha_StarGraph;Alpha_HashCollision,233.405,257.325,19.496,267.267,169.559,195.898,220.591,168.667,142.834,142.632,EVOLVING,2000.0,218,76,294,3200
12,Alpha_HashCollision;Delta_Extremist;Beta_AllEqual,275.191,257.325,19.496,267.267,169.559,195.898,220.591,238.979,142.834,242.523,EVOLVING,2000.0,221,69,290,3490
13,Gamma_LoadFactor;Beta_LineChain;Alpha_HashCollision,298.383,257.325,297.529,267.267,251.537,195.898,220.591,238.979,142.834,242.523,EVOLVING,2000.0,215,71,286,3776
14,Beta_ModuloStep;Alpha_StarGraph;Gamma_Disconnected,298.383,303.323,297.529,267.267,251.537,262.516,220.591,238.979,142.834,242.523,EVOLVING,2000.0,213,72,285,4061
15,Beta_LineChain;Alpha_HashCollision;Beta_ModuloStep,298.383,303.323,297.529,267.267,290.282,262.516,220.591,238.979,142.834,242.523,EVOLVING,2000.0,216,78,294,4355
16,Gamma_Disconnected;Alpha_Reversed;Beta_ModuloStep,298.383,303.323,297.529,267.267,290.282,276.508,330.676,238.979,142.834,242.523,EVOLVING,2000.0,220,76,296,4651
17,Gamma_LoadFactor;Gamma_Disconnected;Beta_LineChain,298.383,303.323,297.529,267.267,298.014,285.896,330.676,238.979,142.834,242.523,EVOLVING,2000.0,216,75,291,4942
18,Gamma_Disconnected;Beta_LineChain;Alpha_HashCollision,352.317,303.323,297.529,267.267,341.18,292.536,330.676,238.979,142.834,242.523,EVOLVING,2000.0,213,81,294,5236
19,Alpha_HashCollision;Gamma_Sawtooth;Alpha_Reversed,352.317,303.323,297.529,267.267,341.18,292.536,356.937,238.979,340.341,242.523,EVOLVING,2000.0,219,75,294,5530
20,Alpha_StarGraph;Delta_Extremist;Gamma_LoadFactor,352.317,303.323,335.934,369.115,341.18,292.536,356.937,238.979,340.341,363.66,EVOLVING,2000.0,214,70,284,5814
21,Beta_ModuloStep;Beta_LineChain;Gamma_Disconnected,352.317,314.331,335.934,369.115,350.228,308.671,356.937,238.979,340.341,363.66,EVOLVING,2000.0,216,82,298,6112
22,Gamma_Sawtooth;Gamma_Disconnected;Alpha_StarGraph,352.317,314.331,335.934,369.115,350.228,337.344,356.937,238.979,340.341,363.66,EVOLVING,2000.0,221,78,299,6411
23,Beta_AllEqual;Gamma_Disconnected;Gamma_Sawtooth,352.317,314.331,335.934,369.115,350.228,352.621,356.937,357.647,366.285,363.66,EVOLVING,2000.0,217,72,289,6700
24,Gamma_LoadFactor;Beta_LineChain;Gamma_Disconnected,352.317,314.331,335.934,369.115,350.228,352.621,356.937,357.647,366.285,363.66,EVOLVING,2000.0,214,74,288,6988
25,Gamma_Sawtooth;Delta_Extremist;Alpha_StarGraph,352.317,314.331,335.934,369.115,350.228,352.621,356.937,357.647,368.94,365.973,EVOLVING,2000.0,209,77,286,7274
26,Gamma_Sawtooth;Delta_Extremist;Gamma_Disconnected,352.317,314.331,335.934,369.115,350.228,400.479,356.937,357.647,368.94,365.973,EVOLVING,2000.0,219,72,291,7565
27,Beta_LineChain;Gamma_Disconnected;Gamma_Sawtooth,352.317,314.331,335.934,369.115,352.704,400.479,356.937,357.647,368.94,365.973,EVOLVING,2000.0,223,77,300,7865
28,Alpha_Reversed;Alpha_HashCollision;Gamma_LoadFactor,394.437,314.331,374.948,369.115,352.704,400.479,356.937,357.647,368.94,365.973,EVOLVING,2000.0,218,76,294,8159
29,Gamma_LoadFactor;Gamma_Sawtooth;Beta_LineChain,394.437,314.331,374.948,369.115,370.396,400.479,356.937,357.647,368.94,365.973,EVOLVING,2000.0,206,81,287,8446
30,Beta_LineChain;Alpha_StarGraph;Gamma_Sawtooth,394.437,314.331,374.948,369.115,397.404,400.479,356.937,357.647,407.334,365.973,EVOLVING,2000.0,216,78,294,8740
31,Beta_LineChain;Beta_AllEqual;Alpha_Reversed,394.437,314.331,374.948,369.115,397.404,400.479,356.937,357.647,407.334,365.973,EVOLVING,2000.0,215,76,291,9031
32,Gamma_Disconnected;Beta_LineChain;Gamma_LoadFactor,394.437,314.331,407.396,369.115,397.404,403.704,356.937,357.647,407.334,365.973,EVOLVING,2000.0,220,77,297,9328
33,Alpha_HashCollision;Beta_LineChain;Gamma_LoadFactor,394.437,314.331,425.164,369.115,397.404,403.704,356.937,357.647,407.334,365.973,EVOLVING,2000.0,217,81,298,9626
34,Beta_AllEqual;Beta_ModuloStep;Alpha_Reversed,394.437,380.837,425.164,369.115,397.404,403.704,356.937,357.647,407.334,365.973,EVOLVING,2000.0,216,78,294,9920
35,Alpha_StarGraph;Beta_LineChain;Beta_ModuloStep,394.437,431.393,425.164,402.384,397.404,403.704,356.937,357.647,407.334,365.973,EVOLVING,2000.0,214,72,286,10206
36,Alpha_StarGraph;Alpha_Reversed;Beta_ModuloStep,394.437,431.393,425.164,402.384,397.404,403.704,357.709,357.647,407.334,365.973,EVOLVING,2000.0,216,74,290,10496
37,Gamma_LoadFactor;Gamma_Sawtooth;Alpha_Reversed,394.437,431.393,425.164,402.384,397.404,403.704,417.287,357.647,426.631,365.973,EVOLVING,2000.0,213,77,290,10786
38,Beta_ModuloStep;Alpha_HashCollision;Beta_AllEqual,394.437,431.393,425.164,402.384,397.404,403.704,417.287,431.417,426.631,365.973,EVOLVING,2000.0,221,73,294,11080
39,Gamma_Disconnected;Beta_AllEqual;Gamma_LoadFactor,394.437,431.393,425.164,402.384,397.404,403.704,417.287,431.417,426.631,365.973,EVOLVING,2000.0,216,74,290,11370
40,Delta_Extremist;Alpha_Reversed;Gamma_Sawtooth,394.437,431.393,425.164,402.384,397.404,403.704,417.287,431.417,426.631,371.308,EVOLVING,2000.0,211,75,286,11656
41,Delta_Extremist;Alpha_StarGraph;Beta_AllEqual,394.437,431.393,425.164,409.586,397.404,403.704,417.287,437.195,426.631,422.024,EVOLVING,2000.0,223,74,297,11953
