Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_Reversed;Gamma_Sawtooth;Gamma_Disconnected,14.363,14.807,15.793,22.234,13.861,24.651,26.17,24.562,25.625,18.207,EVOLVING,1000,215,77,292,292
2,Gamma_Disconnected;Beta_LineChain;Alpha_HashCollision,43.594,14.807,15.793,22.234,52.785,47.656,26.17,24.562,25.625,18.207,EVOLVING,1000,205,77,282,574
3,Gamma_LoadFactor;Beta_AllEqual;Delta_Extremist,43.594,14.807,70.288,22.234,52.785,47.656,26.17,58.993,25.625,59.249,EVOLVING,1000,220,74,294,868
4,Beta_ModuloStep;Gamma_Disconnected;Delta_Extremist,43.594,93.387,70.288,22.234,52.785,79.647,26.17,58.993,25.625,90.603,EVOLVING,1000,222,74,296,1164
5,Alpha_HashCollision;Alpha_Reversed;Beta_LineChain,98.246,93.387,70.288,22.234,108.576,79.647,96.259,58.993,25.625,90.603,EVOLVING,1000,206,73,279,1443
6,Beta_ModuloStep;Alpha_HashCollision;Alpha_StarGraph,129.33,118.051,70.288,132.588,108.576,79.647,96.259,58.993,25.625,90.603,EVOLVING,1000,213,78,291,1734
7,Beta_ModuloStep;Gamma_LoadFactor;Alpha_HashCollision,135.521,118.158,143.175,132.588,108.576,79.647,96.259,58.993,25.625,90.603,EVOLVING,1000,219,78,297,2031
8,Alpha_HashCollision;Beta_LineChain;Alpha_Reversed,157.436,118.158,143.175,132.588,133.879,79.647,131.093,58.993,25.625,90.603,EVOLVING,1000,222,78,300,2331
9,Beta_ModuloStep;Gamma_LoadFactor;Gamma_Sawtooth,157.436,169.301,143.175,132.588,133.879,79.647,131.093,58.993,173.009,90.603,EVOLVING,1000,224,80,304,2635
10,Delta_Extremist;Alpha_Reversed;Alpha_HashCollision,157.436,169.301,143.175,132.588,133.879,79.647,170.468,58.993,173.009,184.27,EVOLVING,1000,210,78,288,2923
11,Gamma_LoadFactor;Alpha_StarGraph;Beta_AllEqual,157.436,169.301,192.409,186.736,133.879,79.647,170.468,169.979,173.009,184.27,EVOLVING,1000,218,74,292,3215
12,Gamma_LoadFactor;Gamma_Disconnected;Beta_ModuloStep,157.436,196.236,201.866,186.736,133.879,191.404,170.468,169.979,173.009,184.27,EVOLVING,1000,214,71,285,3500
13,Gamma_Disconnected;Alpha_StarGraph;Gamma_LoadFactor,157.436,196.236,201.866,210.772,133.879,195.733,170.468,169.979,173.009,184.27,EVOLVING,1000,210,71,281,3781
14,Alpha_HashCollision;Beta_AllEqual;Gamma_LoadFactor,216.671,196.236,205.857,210.772,133.879,195.733,170.468,206.791,173.009,184.27,EVOLVING,1000,214,78,292,4073
15,Alpha_Reversed;Delta_Extremist;Beta_AllEqual,216.671,196.236,205.857,210.772,133.879,195.733,238.749,221.843,173.009,232.484,EVOLVING,1000,216,77,293,4366
16,Beta_AllEqual;Gamma_Disconnected;Alpha_StarGraph,216.671,196.236,205.857,238.699,133.879,228.227,238.749,247.074,173.009,232.484,EVOLVING,1000,223,74,297,4663
17,Gamma_Sawtooth;Alpha_HashCollision;Beta_ModuloStep,234.835,226.046,205.857,238.699,133.879,228.227,238.749,247.074,215.031,232.484,EVOLVING,1000,211,78,289,4952
18,Gamma_Disconnected;Gamma_LoadFactor;Alpha_HashCollision,239.087,226.046,256.105,238.699,133.879,250.657,238.749,247.074,215.031,232.484,EVOLVING,1000,215,81,296,5248
19,Gamma_LoadFactor;Gamma_Sawtooth;Beta_LineChain,239.087,226.046,256.105,238.699,236.65,250.657,238.749,247.074,240.907,232.484,EVOLVING,1000,212,75,287,5535
20,Delta_Extremist;Beta_ModuloStep;Beta_AllEqual,239.087,238.392,256.105,238.699,236.65,250.657,238.749,247.074,240.907,257.896,EVOLVING,1000,213,75,288,5823
21,Alpha_HashCollision;Beta_ModuloStep;Gamma_Disconnected,256.108,263.685,256.105,238.699,236.65,252.304,238.749,247.074,240.907,257.896,EVOLVING,1000,213,75,288,6111
22,Beta_AllEqual;Gamma_LoadFactor;Gamma_Sawtooth,256.108,263.685,256.105,238.699,236.65,252.304,238.749,247.074,240.907,257.896,EVOLVING,1000,221,73,294,6405
23,Beta_ModuloStep;Alpha_Reversed;Gamma_LoadFactor,256.108,282.315,256.105,238.699,236.65,252.304,238.749,247.074,240.907,257.896,EVOLVING,1000,217,77,294,6699
24,Alpha_HashCollision;Beta_AllEqual;Beta_ModuloStep,256.108,285.054,256.105,238.699,236.65,252.304,238.749,247.074,240.907,257.896,EVOLVING,1000,216,77,293,6992
25,Beta_LineChain;Alpha_StarGraph;Beta_ModuloStep,256.108,285.054,256.105,253.873,252.656,252.304,238.749,247.074,240.907,257.896,EVOLVING,1000,213,74,287,7279
26,Gamma_LoadFactor;Delta_Extremist;Beta_LineChain,256.108,285.054,295.03,253.873,252.656,252.304,238.749,247.074,240.907,257.896,EVOLVING,1000,222,81,303,7582
27,Gamma_Sawtooth;Beta_LineChain;Beta_AllEqual,256.108,285.054,295.03,253.873,252.656,252.304,238.749,253.255,287.271,257.896,EVOLVING,1000,214,68,282,7864
28,Beta_LineChain;Alpha_HashCollision;Alpha_StarGraph,256.108,285.054,295.03,269.768,252.656,252.304,238.749,253.255,287.271,257.896,EVOLVING,1000,209,74,283,8147
29,Alpha_Reversed;Alpha_StarGraph;Gamma_Disconnected,256.108,285.054,295.03,301.094,252.656,281.629,254.646,253.255,287.271,257.896,EVOLVING,1000,213,77,290,8437
30,Beta_LineChain;Gamma_Disconnected;Alpha_Reversed,256.108,285.054,295.03,301.094,273.769,281.629,254.646,253.255,287.271,257.896,EVOLVING,1000,216,80,296,8733
31,Beta_AllEqual;Delta_Extremist;Alpha_StarGraph,256.108,285.054,295.03,301.094,273.769,281.629,254.646,300.685,287.271,274.372,EVOLVING,1000,217,75,292,9025
32,Beta_LineChain;Beta_ModuloStep;Gamma_Sawtooth,256.108,288.04,295.03,301.094,295.672,281.629,254.646,300.685,287.271,274.372,EVOLVING,1000,216,80,296,9321
33,Gamma_Disconnected;Gamma_LoadFactor;Beta_AllEqual,256.108,288.04,295.03,301.094,295.672,281.629,254.646,300.685,287.271,274.372,EVOLVING,1000,220,83,303,9624
34,Beta_ModuloStep;Beta_AllEqual;Beta_LineChain,256.108,288.04,295.03,301.094,299.599,281.629,254.646,300.685,287.271,274.372,EVOLVING,1000,219,79,298,9922
35,Gamma_Disconnected;Gamma_Sawtooth;Gamma_LoadFactor,256.108,288.04,303.936,301.094,299.599,286.584,254.646,300.685,287.271,274.372,EVOLVING,1000,213,74,287,10209
36,Beta_LineChain;Gamma_Sawtooth;Beta_ModuloStep,256.108,288.04,303.936,301.094,303.118,286.584,254.646,300.685,287.271,274.372,EVOLVING,1000,217,79,296,10505
37,Beta_LineChain;Alpha_HashCollision;Gamma_LoadFactor,296.508,288.04,303.936,301.094,308.298,286.584,254.646,300.685,287.271,274.372,EVOLVING,1000,214,75,289,10794
38,Gamma_LoadFactor;Gamma_Sawtooth;Gamma_Disconnected,296.508,288.04,307.849,301.094,308.298,303.659,254.646,300.685,287.271,274.372,EVOLVING,1000,212,74,286,11080
39,Alpha_Reversed;Gamma_Disconnected;Delta_Extremist,296.508,288.04,307.849,301.094,308.298,312.291,261.104,300.685,287.271,277.557,EVOLVING,1000,218,70,288,11368
40,Beta_AllEqual;Gamma_LoadFactor;Beta_LineChain,296.508,288.04,307.849,301.094,308.298,312.291,261.104,300.685,287.271,277.557,EVOLVING,1000,217,75,292,11660
41,Beta_AllEqual;Gamma_Sawtooth;Delta_Extremist,296.508,288.04,307.849,301.094,308.298,312.291,261.104,300.685,291.459,280.305,EVOLVING,1000,222,71,293,11953
42,Gamma_LoadFactor;Alpha_HashCollision;Beta_LineChain,301.221,288.04,307.849,301.094,308.298,312.291,261.104,300.685,291.459,280.305,EVOLVING,1000,213,77,290,12243
43,Beta_LineChain;Alpha_HashCollision;Delta_Extremist,301.221,288.04,307.849,301.094,308.298,312.291,261.104,300.685,291.459,280.305,EVOLVING,1000,214,77,291,12534
44,Gamma_Sawtooth;Beta_LineChain;Alpha_HashCollision,313.484,288.04,307.849,301.094,316.178,312.291,261.104,300.685,299.304,280.305,EVOLVING,1000,226,75,301,12835
45,Gamma_Disconnected;Alpha_StarGraph;Delta_Extremist,313.484,288.04,307.849,301.094,316.178,327.024,261.104,300.685,299.304,298.282,EVOLVING,1000,224,73,297,13132
46,Beta_LineChain;Gamma_Sawtooth;Delta_Extremist,313.484,288.04,307.849,301.094,316.178,327.024,261.104,300.685,309.137,302.543,EVOLVING,1000,209,73,282,13414
47,Beta_ModuloStep;Gamma_Disconnected;Gamma_LoadFactor,313.484,312.231,328.233,301.094,316.178,327.024,261.104,300.685,309.137,302.543,EVOLVING,1000,214,78,292,13706
48,Gamma_LoadFactor;Gamma_Disconnected;Beta_ModuloStep,313.484,312.231,328.233,301.094,316.178,327.024,261.104,300.685,309.137,302.543,EVOLVING,1000,221,80,301,14007
49,Beta_AllEqual;Alpha_HashCollision;Gamma_LoadFactor,324.479,312.231,328.233,301.094,316.178,327.024,261.104,300.685,309.137,302.543,EVOLVING,1000,216,74,290,14297
50,Alpha_HashCollision;Alpha_StarGraph;Alpha_Reversed,324.479,312.231,328.233,301.094,316.178,327.024,261.104,300.685,309.137,302.543,EVOLVING,1000,214,76,290,14587
