Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_LineChain;Gamma_Sawtooth;Beta_AllEqual,23.056,10.214,9.112,23.418,33.945,10.044,24.47,30.207,33.939,22.267,EVOLVING,2000.0,75,33,33,33
2,Alpha_StarGraph;Alpha_Reversed;Delta_Extremist,23.056,10.214,9.112,67.583,33.945,10.044,68.828,30.207,33.939,68.401,EVOLVING,2000.0,66,35,35,68
3,Delta_Extremist;Beta_ModuloStep;Beta_AllEqual,23.056,96.962,9.112,67.583,33.945,10.044,68.828,90.376,33.939,85.144,EVOLVING,2000.0,74,34,34,102
4,Alpha_StarGraph;Beta_LineChain;Beta_AllEqual,23.056,96.962,9.112,130.227,118.176,10.044,68.828,119.089,33.939,85.144,EVOLVING,2000.0,80,39,39,141
5,Alpha_StarGraph;Gamma_Disconnected;Beta_AllEqual,23.056,96.962,9.112,142.78,118.176,137.91,68.828,129.351,33.939,85.144,EVOLVING,2000.0,77,40,40,181
6,Alpha_HashCollision;Gamma_Sawtooth;Alpha_StarGraph,165.461,96.962,9.112,150.248,118.176,137.91,68.828,129.351,182.426,85.144,EVOLVING,2000.0,75,36,36,217
7,Gamma_Sawtooth;Gamma_LoadFactor;Gamma_Disconnected,165.461,96.962,201.098,150.248,118.176,188.628,68.828,129.351,195.447,85.144,EVOLVING,2000.0,80,34,34,251
8,Beta_ModuloStep;Alpha_StarGraph;Gamma_LoadFactor,165.461,203.596,201.098,178.911,118.176,188.628,68.828,129.351,195.447,85.144,EVOLVING,2000.0,79,35,35,286
9,Alpha_HashCollision;Beta_LineChain;Beta_AllEqual,241.743,203.596,201.098,178.911,225.646,188.628,68.828,205.817,195.447,85.144,EVOLVING,2000.0,74,33,33,319
10,Beta_AllEqual;Beta_ModuloStep;Alpha_HashCollision,241.743,251.507,201.098,178.911,225.646,188.628,68.828,228.822,195.447,85.144,EVOLVING,2000.0,77,37,37,356
11,Gamma_Disconnected;Beta_LineChain;Gamma_LoadFactor,241.743,251.507,245.567,178.911,225.646,238.638,68.828,228.822,195.447,85.144,EVOLVING,2000.0,71,35,35,391
12,Alpha_HashCollision;Alpha_Reversed;Gamma_Sawtooth,285.214,251.507,245.567,178.911,225.646,238.638,254.606,228.822,268.993,85.144,EVOLVING,2000.0,70,32,32,423
13,Delta_Extremist;Gamma_LoadFactor;Beta_AllEqual,285.214,251.507,295.206,178.911,225.646,238.638,254.606,291.045,268.993,239.226,EVOLVING,2000.0,75,39,39,462
14,Alpha_HashCollision;Beta_ModuloStep;Beta_LineChain,312.398,279.753,295.206,178.911,294.422,238.638,254.606,291.045,268.993,239.226,EVOLVING,2000.0,71,33,33,495
15,Gamma_Disconnected;Alpha_HashCollision;Beta_ModuloStep,328.51,327.704,295.206,178.911,294.422,285.21,254.606,291.045,268.993,239.226,EVOLVING,2000.0,79,38,38,533
16,Alpha_Reversed;Gamma_LoadFactor;Delta_Extremist,328.51,327.704,295.206,178.911,294.422,285.21,275.337,291.045,268.993,323.485,EVOLVING,2000.0,67,37,37,570
17,Beta_ModuloStep;Alpha_Reversed;Alpha_StarGraph,328.51,342.254,295.206,327.966,294.422,285.21,331.204,291.045,268.993,323.485,EVOLVING,2000.0,77,36,36,606
18,Delta_Extremist;Alpha_StarGraph;Alpha_Reversed,328.51,342.254,295.206,327.966,294.422,285.21,342.026,291.045,268.993,323.485,EVOLVING,2000.0,67,37,37,643
19,Alpha_StarGraph;Beta_ModuloStep;Alpha_Reversed,328.51,342.254,295.206,334.295,294.422,285.21,342.026,291.045,268.993,323.485,EVOLVING,2000.0,76,40,40,683
20,Alpha_StarGraph;Beta_LineChain;Beta_ModuloStep,328.51,342.254,295.206,334.295,343.883,285.21,342.026,291.045,268.993,323.485,EVOLVING,2000.0,71,37,37,720
21,Delta_Extremist;Gamma_Disconnected;Alpha_HashCollision,356.666,342.254,295.206,334.295,343.883,322.713,342.026,291.045,268.993,323.485,EVOLVING,2000.0,78,39,39,759
22,Gamma_Disconnected;Beta_LineChain;Beta_ModuloStep,356.666,370.383,295.206,334.295,343.883,376.208,342.026,291.045,268.993,323.485,EVOLVING,2000.0,75,35,35,794
