Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_Disconnected;Beta_ModuloStep;Alpha_Reversed,10.753,47.59,18.3,18.72,14.629,47.207,42.415,19.042,19.23,17.547,EVOLVING,2000,76,37,37,37
2,Gamma_Sawtooth;Alpha_HashCollision;Alpha_StarGraph,76.025,47.59,18.3,93.117,14.629,47.207,42.415,19.042,84.013,17.547,EVOLVING,2000,65,38,38,75
3,Alpha_Reversed;Gamma_Disconnected;Alpha_HashCollision,130.764,47.59,18.3,93.117,14.629,135.97,129.761,19.042,84.013,17.547,EVOLVING,2000,80,37,37,112
4,Beta_LineChain;Alpha_StarGraph;Beta_AllEqual,130.764,47.59,18.3,145.742,146.458,135.97,129.761,146.891,84.013,17.547,EVOLVING,2000,78,35,35,147
5,Delta_Extremist;Alpha_Reversed;Gamma_Sawtooth,130.764,47.59,18.3,145.742,146.458,135.97,168.331,146.891,164.791,187.997,EVOLVING,2000,74,36,36,183
6,Delta_Extremist;Gamma_Disconnected;Alpha_HashCollision,189.961,47.59,18.3,145.742,146.458,237.629,168.331,146.891,164.791,229.884,EVOLVING,2000,69,34,34,217
7,Alpha_StarGraph;Alpha_Reversed;Gamma_Sawtooth,189.961,47.59,18.3,222.86,146.458,237.629,244.084,146.891,219.448,229.884,EVOLVING,2000,66,34,34,251
8,Beta_LineChain;Alpha_HashCollision;Beta_ModuloStep,283.758,259.307,18.3,222.86,269.019,237.629,244.084,146.891,219.448,229.884,EVOLVING,2000,78,32,32,283
9,Alpha_Reversed;Beta_LineChain;Alpha_StarGraph,283.758,259.307,18.3,298.4,309.319,237.629,287.681,146.891,219.448,229.884,EVOLVING,2000,80,39,39,322
10,Delta_Extremist;Beta_AllEqual;Gamma_LoadFactor,283.758,259.307,332.361,298.4,309.319,237.629,287.681,333.886,219.448,276.905,EVOLVING,2000,71,32,32,354
