Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_LineChain;Alpha_Reversed;Gamma_Sawtooth,17.483,14.748,23.672,17.066,59.788,12.551,62.014,10.744,60.919,11.301,EVOLVING,2000,67,38,38,38
2,Gamma_LoadFactor;Alpha_HashCollision;Beta_LineChain,123.026,14.748,98.429,17.066,115.468,12.551,62.014,10.744,60.919,11.301,EVOLVING,2000,76,35,35,73
3,Alpha_Reversed;Beta_AllEqual;Delta_Extremist,123.026,14.748,98.429,17.066,115.468,12.551,143.758,151.244,60.919,152.176,EVOLVING,2000,72,40,40,113
4,Gamma_Disconnected;Beta_ModuloStep;Alpha_StarGraph,123.026,188.225,98.429,225.071,115.468,182.381,143.758,151.244,60.919,152.176,EVOLVING,2000,76,37,37,150
5,Beta_AllEqual;Gamma_Disconnected;Alpha_HashCollision,242.118,188.225,98.429,225.071,115.468,267.783,143.758,274.648,60.919,152.176,EVOLVING,2000,80,38,38,188
6,Delta_Extremist;Alpha_StarGraph;Beta_AllEqual,242.118,188.225,98.429,306.617,115.468,267.783,143.758,274.648,60.919,257.565,EVOLVING,2000,71,38,38,226
7,Beta_ModuloStep;Beta_AllEqual;Gamma_Disconnected,242.118,323.817,98.429,306.617,115.468,283.112,143.758,286.633,60.919,257.565,EVOLVING,2000,69,33,33,259
8,Gamma_Disconnected;Gamma_Sawtooth;Alpha_Reversed,242.118,323.817,98.429,306.617,115.468,314.095,319.72,286.633,380.72,257.565,EVOLVING,2000,67,33,33,292
9,Delta_Extremist;Beta_LineChain;Alpha_Reversed,242.118,323.817,98.429,306.617,380.899,314.095,384.281,286.633,380.72,335.157,EVOLVING,2000,77,37,37,329
10,Gamma_Sawtooth;Delta_Extremist;Gamma_Disconnected,242.118,323.817,98.429,306.617,380.899,388.063,384.281,286.633,386.626,378.938,EVOLVING,2000,74,38,38,367
11,Delta_Extremist;Alpha_StarGraph;Beta_AllEqual,242.118,323.817,98.429,460.193,380.899,388.063,384.281,409.27,386.626,413.398,EVOLVING,2000,65,36,36,403
12,Gamma_Disconnected;Beta_AllEqual;Gamma_Sawtooth,242.118,323.817,98.429,460.193,380.899,455.142,384.281,427.652,503.32,413.398,EVOLVING,2000,70,33,33,436
13,Beta_ModuloStep;Alpha_StarGraph;Beta_AllEqual,242.118,429.797,98.429,481.248,380.899,455.142,384.281,496.05,503.32,413.398,EVOLVING,2000,76,35,35,471
14,Alpha_StarGraph;Beta_ModuloStep;Gamma_LoadFactor,242.118,518.569,438.633,481.248,380.899,455.142,384.281,496.05,503.32,413.398,EVOLVING,2000,77,37,37,508
15,Delta_Extremist;Gamma_Disconnected;Gamma_LoadFactor,242.118,518.569,459.666,481.248,380.899,505.037,384.281,496.05,503.32,520.34,EVOLVING,2000,77,34,34,542
16,Gamma_Disconnected;Alpha_Reversed;Alpha_HashCollision,568.296,518.569,459.666,481.248,380.899,563.874,543.865,496.05,503.32,520.34,EVOLVING,2000,78,37,37,579
17,Gamma_Disconnected;Beta_LineChain;Gamma_Sawtooth,568.296,518.569,459.666,481.248,481.364,576.451,543.865,496.05,531.619,520.34,EVOLVING,2000,71,38,38,617
18,Alpha_Reversed;Gamma_Sawtooth;Beta_AllEqual,568.296,518.569,459.666,481.248,481.364,576.451,543.865,544.376,609.809,520.34,EVOLVING,2000,80,37,37,654
19,Gamma_Disconnected;Beta_LineChain;Alpha_Reversed,568.296,518.569,459.666,481.248,574.65,612.444,543.865,544.376,609.809,520.34,EVOLVING,2000,70,37,37,691
