Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_Disconnected;Alpha_HashCollision;Beta_ModuloStep,13.096,23.109,13.295,22.937,22.009,21.047,11.985,8.046,10.549,16.191,EVOLVING,1000.0,214,72,286,286
2,Alpha_StarGraph;Gamma_LoadFactor;Beta_LineChain,13.096,23.109,14.348,25.157,25.571,21.047,11.985,8.046,10.549,16.191,EVOLVING,1000.0,218,80,298,584
3,Alpha_StarGraph;Beta_ModuloStep;Alpha_Reversed,13.096,25.357,14.348,29.359,25.571,21.047,13.439,8.046,10.549,16.191,EVOLVING,1000.0,218,74,292,876
4,Alpha_StarGraph;Beta_AllEqual;Gamma_Sawtooth,13.096,25.357,14.348,34.92,25.571,21.047,13.439,9.547,13.454,16.191,EVOLVING,1000.0,217,74,291,1167
5,Beta_ModuloStep;Alpha_HashCollision;Beta_LineChain,15.912,30.474,14.348,34.92,27.322,21.047,13.439,9.547,13.454,16.191,EVOLVING,1000.0,213,75,288,1455
6,Gamma_Disconnected;Delta_Extremist;Alpha_HashCollision,18.215,30.474,14.348,34.92,27.322,24.785,13.439,9.547,13.454,18.922,EVOLVING,1000.0,215,76,291,1746
7,Alpha_Reversed;Alpha_StarGraph;Beta_LineChain,18.215,30.474,14.348,41.028,32.67,24.785,15.173,9.547,13.454,18.922,EVOLVING,1000.0,219,78,297,2043
8,Gamma_Sawtooth;Beta_AllEqual;Delta_Extremist,18.215,30.474,14.348,41.028,32.67,24.785,15.173,11.689,15.18,20.37,EVOLVING,1000.0,217,73,290,2333
9,Gamma_Disconnected;Gamma_LoadFactor;Gamma_Sawtooth,18.215,30.474,16.355,41.028,32.67,28.945,15.173,11.689,17.585,20.37,EVOLVING,1000.0,219,73,292,2625
10,Beta_AllEqual;Alpha_StarGraph;Gamma_LoadFactor,18.215,30.474,18.137,43.58,32.67,28.945,15.173,14.323,17.585,20.37,EVOLVING,1000.0,205,73,278,2903
11,Alpha_Reversed;Gamma_Disconnected;Gamma_LoadFactor,18.215,30.474,20.759,43.58,32.67,31.477,18.565,14.323,17.585,20.37,EVOLVING,1000.0,208,78,286,3189
12,Delta_Extremist;Alpha_StarGraph;Gamma_Sawtooth,18.215,30.474,20.759,48.449,32.67,31.477,18.565,14.323,20.374,23.898,EVOLVING,1000.0,214,76,290,3479
13,Alpha_StarGraph;Beta_ModuloStep;Gamma_Sawtooth,18.215,34.877,20.759,56.392,32.67,31.477,18.565,14.323,23.715,23.898,EVOLVING,1000.0,213,80,293,3772
14,Gamma_Sawtooth;Alpha_Reversed;Beta_ModuloStep,18.215,41.495,20.759,56.392,32.67,31.477,20.732,14.323,26.864,23.898,EVOLVING,1000.0,211,69,280,4052
15,Gamma_LoadFactor;Gamma_Disconnected;Alpha_Reversed,18.215,41.495,24.934,56.392,32.67,34.422,23.767,14.323,26.864,23.898,EVOLVING,1000.0,210,74,284,4336
16,Beta_LineChain;Gamma_LoadFactor;Gamma_Sawtooth,18.215,41.495,26.933,56.392,36.02,34.422,23.767,14.323,30.307,23.898,EVOLVING,1000.0,218,75,293,4629
17,Gamma_Sawtooth;Alpha_Reversed;Alpha_HashCollision,21.454,41.495,26.933,56.392,36.02,34.422,27.829,14.323,34.446,23.898,EVOLVING,1000.0,217,76,293,4922
18,Beta_ModuloStep;Gamma_Disconnected;Alpha_StarGraph,21.454,44.276,26.933,61.504,36.02,38.713,27.829,14.323,34.446,23.898,EVOLVING,1000.0,226,74,300,5222
19,Beta_ModuloStep;Beta_AllEqual;Delta_Extremist,21.454,52.259,26.933,61.504,36.02,38.713,27.829,16.432,34.446,26.788,EVOLVING,1000.0,210,76,286,5508
20,Beta_ModuloStep;Alpha_HashCollision;Gamma_Disconnected,23.856,56.895,26.933,61.504,36.02,42.1,27.829,16.432,34.446,26.788,EVOLVING,1000.0,216,82,298,5806
21,Gamma_Sawtooth;Alpha_StarGraph;Gamma_Disconnected,23.856,56.895,26.933,65.964,36.02,48.42,27.829,16.432,36.466,26.788,EVOLVING,1000.0,217,77,294,6100
22,Beta_LineChain;Alpha_StarGraph;Beta_AllEqual,23.856,56.895,26.933,73.635,39.477,48.42,27.829,19.697,36.466,26.788,EVOLVING,1000.0,216,78,294,6394
