Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_Reversed;Alpha_StarGraph;Gamma_Disconnected,12.721,14.118,14.729,52.48,21.245,58.283,53.246,22.508,13.859,15.243,EVOLVING,2000.0,210,81,291,291
2,Beta_LineChain;Alpha_StarGraph;Gamma_Sawtooth,12.721,14.118,14.729,109.9,95.202,58.283,53.246,22.508,99.364,15.243,EVOLVING,2000.0,215,75,290,581
3,Gamma_Disconnected;Alpha_HashCollision;Beta_ModuloStep,132.509,146.602,14.729,109.9,95.202,128.207,53.246,22.508,99.364,15.243,EVOLVING,2000.0,216,72,288,869
4,Beta_AllEqual;Alpha_HashCollision;Gamma_Disconnected,200.871,146.602,14.729,109.9,95.202,167.273,53.246,203.247,99.364,15.243,EVOLVING,2000.0,216,78,294,1163
5,Alpha_Reversed;Beta_ModuloStep;Beta_LineChain,200.871,240.004,14.729,109.9,235.387,167.273,233.534,203.247,99.364,15.243,EVOLVING,2000.0,216,75,291,1454
6,Alpha_HashCollision;Beta_LineChain;Gamma_LoadFactor,260.63,240.004,275.47,109.9,237.205,167.273,233.534,203.247,99.364,15.243,EVOLVING,2000.0,212,77,289,1743
7,Beta_AllEqual;Gamma_Sawtooth;Alpha_HashCollision,273.981,240.004,275.47,109.9,237.205,167.273,233.534,278.159,325.942,15.243,EVOLVING,2000.0,214,74,288,2031
8,Delta_Extremist;Gamma_Sawtooth;Alpha_HashCollision,335.674,240.004,275.47,109.9,237.205,167.273,233.534,278.159,325.942,349.792,EVOLVING,2000.0,211,73,284,2315
9,Delta_Extremist;Gamma_Disconnected;Gamma_Sawtooth,335.674,240.004,275.47,109.9,237.205,339.152,233.534,278.159,341.139,386.12,EVOLVING,2000.0,221,73,294,2609
10,Gamma_LoadFactor;Gamma_Sawtooth;Beta_LineChain,335.674,240.004,348.901,109.9,387.712,339.152,233.534,278.159,397.687,386.12,EVOLVING,2000.0,212,75,287,2896
11,Beta_LineChain;Alpha_Reversed;Gamma_Disconnected,335.674,240.004,348.901,109.9,427.917,387.615,383.884,278.159,397.687,386.12,EVOLVING,2000.0,219,77,296,3192
12,Beta_AllEqual;Gamma_Sawtooth;Alpha_StarGraph,335.674,240.004,348.901,405.56,427.917,387.615,383.884,403.364,424.788,386.12,EVOLVING,2000.0,221,72,293,3485
13,Alpha_StarGraph;Delta_Extremist;Alpha_HashCollision,477.44,240.004,348.901,477.878,427.917,387.615,383.884,403.364,424.788,429.102,EVOLVING,2000.0,218,80,298,3783
14,Alpha_StarGraph;Delta_Extremist;Gamma_Disconnected,477.44,240.004,348.901,477.878,427.917,399.705,383.884,403.364,424.788,429.102,EVOLVING,2000.0,214,78,292,4075
15,Alpha_Reversed;Gamma_Disconnected;Gamma_Sawtooth,477.44,240.004,348.901,477.878,427.917,419.165,503.6,403.364,506.317,429.102,EVOLVING,2000.0,223,78,301,4376
16,Alpha_HashCollision;Alpha_Reversed;Delta_Extremist,477.44,240.004,348.901,477.878,427.917,419.165,503.6,403.364,506.317,488.834,EVOLVING,2000.0,218,74,292,4668
17,Beta_LineChain;Gamma_Disconnected;Beta_ModuloStep,477.44,444.017,348.901,477.878,498.005,548.892,503.6,403.364,506.317,488.834,EVOLVING,2000.0,215,74,289,4957
18,Delta_Extremist;Beta_LineChain;Alpha_StarGraph,477.44,444.017,348.901,497.688,498.005,548.892,503.6,403.364,506.317,569.519,EVOLVING,2000.0,209,75,284,5241
19,Delta_Extremist;Gamma_Sawtooth;Alpha_Reversed,477.44,444.017,348.901,497.688,498.005,548.892,564.779,403.364,561.245,569.519,EVOLVING,2000.0,217,81,298,5539
20,Alpha_Reversed;Alpha_StarGraph;Beta_AllEqual,477.44,444.017,348.901,504.77,498.005,548.892,564.779,568.402,561.245,569.519,EVOLVING,2000.0,214,71,285,5824
