Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_ModuloStep;Delta_Extremist;Gamma_Sawtooth,16.089,43.693,11.947,24.419,11.377,8.196,11.324,18.286,40.01,44.511,EVOLVING,2000.0,69,32,32,32
2,Gamma_LoadFactor;Beta_AllEqual;Alpha_Reversed,16.089,43.693,75.536,24.419,11.377,8.196,81.291,89.91,40.01,44.511,EVOLVING,2000.0,79,34,34,66
3,Alpha_StarGraph;Gamma_LoadFactor;Gamma_Sawtooth,16.089,43.693,124.498,112.172,11.377,8.196,81.291,89.91,111.578,44.511,EVOLVING,2000.0,77,33,33,99
4,Alpha_Reversed;Gamma_Sawtooth;Gamma_Disconnected,16.089,43.693,124.498,112.172,11.377,145.716,154.556,89.91,152.87,44.511,EVOLVING,2000.0,65,33,33,132
5,Gamma_Sawtooth;Alpha_StarGraph;Gamma_LoadFactor,16.089,43.693,167.258,180.486,11.377,145.716,154.556,89.91,191.516,44.511,EVOLVING,2000.0,75,33,33,165
6,Beta_ModuloStep;Alpha_HashCollision;Delta_Extremist,231.66,220.129,167.258,180.486,11.377,145.716,154.556,89.91,191.516,233.271,EVOLVING,2000.0,80,32,32,197
7,Gamma_LoadFactor;Alpha_StarGraph;Beta_ModuloStep,231.66,244.981,218.91,263.072,11.377,145.716,154.556,89.91,191.516,233.271,EVOLVING,2000.0,66,32,32,229
8,Beta_LineChain;Beta_AllEqual;Beta_ModuloStep,231.66,269.312,218.91,263.072,242.293,145.716,154.556,287.209,191.516,233.271,EVOLVING,2000.0,65,33,33,262
9,Beta_LineChain;Gamma_Disconnected;Beta_ModuloStep,231.66,304.376,218.91,263.072,286.518,285.135,154.556,287.209,191.516,233.271,EVOLVING,2000.0,71,36,36,298
10,Delta_Extremist;Gamma_LoadFactor;Beta_LineChain,231.66,304.376,299.26,263.072,335.39,285.135,154.556,287.209,191.516,317.236,EVOLVING,2000.0,71,36,36,334
11,Gamma_Sawtooth;Beta_ModuloStep;Alpha_StarGraph,231.66,347.391,299.26,297.171,335.39,285.135,154.556,287.209,334.207,317.236,EVOLVING,2000.0,72,38,38,372
12,Alpha_StarGraph;Gamma_LoadFactor;Delta_Extremist,231.66,347.391,303.345,367.641,335.39,285.135,154.556,287.209,334.207,370.569,EVOLVING,2000.0,70,40,40,412
13,Delta_Extremist;Gamma_LoadFactor;Gamma_Sawtooth,231.66,347.391,374.399,367.641,335.39,285.135,154.556,287.209,360.368,370.569,EVOLVING,2000.0,66,40,40,452
14,Delta_Extremist;Beta_AllEqual;Alpha_StarGraph,231.66,347.391,374.399,402.984,335.39,285.135,154.556,361.231,360.368,386.177,EVOLVING,2000.0,73,34,34,486
15,Gamma_Sawtooth;Delta_Extremist;Beta_AllEqual,231.66,347.391,374.399,402.984,335.39,285.135,154.556,412.754,427.699,391.03,EVOLVING,2000.0,72,34,34,520
16,Alpha_HashCollision;Delta_Extremist;Gamma_Sawtooth,370.553,347.391,374.399,402.984,335.39,285.135,154.556,412.754,427.699,425.439,EVOLVING,2000.0,70,36,36,556
17,Alpha_HashCollision;Beta_AllEqual;Gamma_Sawtooth,452.326,347.391,374.399,402.984,335.39,285.135,154.556,412.754,427.699,425.439,EVOLVING,2000.0,72,40,40,596
18,Beta_AllEqual;Gamma_Disconnected;Alpha_StarGraph,452.326,347.391,374.399,442.665,335.39,449.066,154.556,412.754,427.699,425.439,EVOLVING,2000.0,74,40,40,636
19,Beta_AllEqual;Gamma_LoadFactor;Alpha_HashCollision,452.326,347.391,431.13,442.665,335.39,449.066,154.556,417.316,427.699,425.439,EVOLVING,2000.0,68,34,34,670
20,Delta_Extremist;Alpha_StarGraph;Beta_LineChain,452.326,347.391,431.13,442.665,381.638,449.066,154.556,417.316,427.699,466.569,EVOLVING,2000.0,65,38,38,708
21,Delta_Extremist;Beta_ModuloStep;Gamma_Disconnected,452.326,453.677,431.13,442.665,381.638,454.294,154.556,417.316,427.699,466.569,EVOLVING,2000.0,76,37,37,745
22,Gamma_Disconnected;Delta_Extremist;Alpha_Reversed,452.326,453.677,431.13,442.665,381.638,454.294,483.74,417.316,427.699,466.569,EVOLVING,2000.0,71,37,37,782
23,Gamma_Sawtooth;Beta_LineChain;Delta_Extremist,452.326,453.677,431.13,442.665,433.233,454.294,483.74,417.316,449.317,510.333,EVOLVING,2000.0,80,32,32,814
24,Beta_AllEqual;Beta_ModuloStep;Gamma_Sawtooth,452.326,518.131,431.13,442.665,433.233,454.294,483.74,498.251,449.317,510.333,EVOLVING,2000.0,76,33,33,847
25,Beta_LineChain;Delta_Extremist;Alpha_Reversed,452.326,518.131,431.13,442.665,433.233,454.294,488.741,498.251,449.317,510.333,EVOLVING,2000.0,65,39,39,886
26,Beta_ModuloStep;Gamma_Sawtooth;Alpha_Reversed,452.326,518.131,431.13,442.665,433.233,454.294,488.741,498.251,528.485,510.333,EVOLVING,2000.0,70,37,37,923
27,Beta_AllEqual;Gamma_Sawtooth;Alpha_StarGraph,452.326,518.131,431.13,442.665,433.233,454.294,488.741,498.251,531.353,510.333,EVOLVING,2000.0,69,34,34,957
28,Alpha_Reversed;Gamma_Sawtooth;Gamma_Disconnected,452.326,518.131,431.13,442.665,433.233,509.749,503.541,498.251,531.353,510.333,EVOLVING,2000.0,72,33,33,990
29,Beta_AllEqual;Alpha_Reversed;Alpha_StarGraph,452.326,518.131,431.13,451.462,433.233,509.749,503.541,498.251,531.353,510.333,EVOLVING,2000.0,69,35,35,1025
30,Gamma_Disconnected;Delta_Extremist;Alpha_HashCollision,462.214,518.131,431.13,451.462,433.233,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,79,40,40,1065
31,Alpha_HashCollision;Beta_ModuloStep;Gamma_LoadFactor,523.699,518.131,450.85,451.462,433.233,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,78,34,34,1099
32,Alpha_HashCollision;Gamma_Disconnected;Delta_Extremist,523.699,518.131,450.85,451.462,433.233,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,74,36,36,1135
33,Beta_LineChain;Alpha_StarGraph;Beta_ModuloStep,523.699,518.131,450.85,505.55,515.611,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,76,40,40,1175
34,Gamma_Disconnected;Alpha_StarGraph;Beta_LineChain,523.699,518.131,450.85,505.55,515.611,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,66,35,35,1210
35,Beta_LineChain;Delta_Extremist;Gamma_LoadFactor,523.699,518.131,530.838,505.55,564.044,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,74,40,40,1250
36,Alpha_StarGraph;Beta_ModuloStep;Beta_LineChain,523.699,519.411,530.838,505.55,564.044,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,73,36,36,1286
37,Beta_ModuloStep;Alpha_HashCollision;Delta_Extremist,523.699,519.411,530.838,505.55,564.044,539.117,503.541,498.251,531.353,510.333,EVOLVING,2000.0,76,38,38,1324
