Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_LoadFactor;Beta_AllEqual;Alpha_StarGraph,20.952,12.385,43.421,42.036,15.29,19.948,12.287,40.488,25.513,18.197,EVOLVING,2000.0,68,37,37,37
2,Gamma_Disconnected;Delta_Extremist;Gamma_LoadFactor,20.952,12.385,75.283,42.036,15.29,74.09,12.287,40.488,25.513,71.447,EVOLVING,2000.0,79,35,35,72
3,Delta_Extremist;Beta_AllEqual;Gamma_Sawtooth,20.952,12.385,75.283,42.036,15.29,74.09,12.287,121.863,124.56,124.669,EVOLVING,2000.0,76,39,39,111
4,Gamma_LoadFactor;Alpha_StarGraph;Alpha_Reversed,20.952,12.385,139.587,138.093,15.29,74.09,152.757,121.863,124.56,124.669,EVOLVING,2000.0,66,35,35,146
5,Beta_AllEqual;Beta_ModuloStep;Beta_LineChain,20.952,173.93,139.587,138.093,176.77,74.09,152.757,164.363,124.56,124.669,EVOLVING,2000.0,79,39,39,185
6,Beta_AllEqual;Alpha_HashCollision;Beta_LineChain,225.547,173.93,139.587,138.093,213.75,74.09,152.757,203.616,124.56,124.669,EVOLVING,2000.0,78,33,33,218
7,Delta_Extremist;Alpha_Reversed;Alpha_HashCollision,244.133,173.93,139.587,138.093,213.75,74.09,220.515,203.616,124.56,224.613,EVOLVING,2000.0,78,39,39,257
8,Alpha_StarGraph;Beta_ModuloStep;Delta_Extremist,244.133,279.954,139.587,260.794,213.75,74.09,220.515,203.616,124.56,226.677,EVOLVING,2000.0,67,40,40,297
9,Alpha_HashCollision;Gamma_LoadFactor;Gamma_Sawtooth,274.934,279.954,263.495,260.794,213.75,74.09,220.515,203.616,270.786,226.677,EVOLVING,2000.0,65,32,32,329
10,Gamma_Disconnected;Beta_AllEqual;Beta_ModuloStep,274.934,282.958,263.495,260.794,213.75,258.208,220.515,266.791,270.786,226.677,EVOLVING,2000.0,65,34,34,363
11,Gamma_LoadFactor;Delta_Extremist;Alpha_Reversed,274.934,282.958,323.311,260.794,213.75,258.208,315.07,266.791,270.786,293.692,EVOLVING,2000.0,70,37,37,400
12,Alpha_StarGraph;Alpha_Reversed;Alpha_HashCollision,339.604,282.958,323.311,334.325,213.75,258.208,315.07,266.791,270.786,293.692,EVOLVING,2000.0,79,37,37,437
13,Gamma_Disconnected;Alpha_Reversed;Beta_AllEqual,339.604,282.958,323.311,334.325,213.75,380.122,347.059,301.294,270.786,293.692,EVOLVING,2000.0,67,34,34,471
14,Alpha_HashCollision;Beta_ModuloStep;Beta_AllEqual,360.803,371.374,323.311,334.325,213.75,380.122,347.059,326.877,270.786,293.692,EVOLVING,2000.0,72,33,33,504
15,Beta_AllEqual;Gamma_LoadFactor;Beta_ModuloStep,360.803,376.467,338.976,334.325,213.75,380.122,347.059,327.303,270.786,293.692,EVOLVING,2000.0,73,39,39,543
16,Beta_ModuloStep;Beta_LineChain;Gamma_Disconnected,360.803,376.467,338.976,334.325,398.924,405.069,347.059,327.303,270.786,293.692,EVOLVING,2000.0,70,35,35,578
17,Beta_ModuloStep;Beta_LineChain;Beta_AllEqual,360.803,411.458,338.976,334.325,398.924,405.069,347.059,415.48,270.786,293.692,EVOLVING,2000.0,68,34,34,612
18,Delta_Extremist;Gamma_Disconnected;Gamma_LoadFactor,360.803,411.458,381.231,334.325,398.924,405.069,347.059,415.48,270.786,351.827,EVOLVING,2000.0,73,38,38,650
19,Gamma_Sawtooth;Gamma_LoadFactor;Beta_ModuloStep,360.803,454.222,416.281,334.325,398.924,405.069,347.059,415.48,413.214,351.827,EVOLVING,2000.0,70,36,36,686
20,Delta_Extremist;Alpha_Reversed;Gamma_Disconnected,360.803,454.222,416.281,334.325,398.924,440.082,425.183,415.48,413.214,384.662,EVOLVING,2000.0,73,37,37,723
21,Beta_AllEqual;Alpha_StarGraph;Beta_ModuloStep,360.803,467.087,416.281,453.525,398.924,440.082,425.183,465.927,413.214,384.662,EVOLVING,2000.0,65,33,33,756
22,Beta_AllEqual;Delta_Extremist;Gamma_LoadFactor,360.803,467.087,477.115,453.525,398.924,440.082,425.183,465.927,413.214,418.14,EVOLVING,2000.0,68,33,33,789
23,Beta_AllEqual;Gamma_LoadFactor;Gamma_Sawtooth,360.803,467.087,477.115,453.525,398.924,440.082,425.183,486.161,413.214,418.14,EVOLVING,2000.0,75,39,39,828
24,Beta_ModuloStep;Beta_AllEqual;Alpha_Reversed,360.803,467.087,477.115,453.525,398.924,440.082,443.717,495.848,413.214,418.14,EVOLVING,2000.0,70,32,32,860
25,Gamma_Disconnected;Beta_LineChain;Delta_Extremist,360.803,467.087,477.115,453.525,444.401,440.082,443.717,495.848,413.214,418.14,EVOLVING,2000.0,72,35,35,895
26,Beta_LineChain;Gamma_Disconnected;Gamma_Sawtooth,360.803,467.087,477.115,453.525,458.087,469.755,443.717,495.848,502.82,418.14,EVOLVING,2000.0,78,34,34,929
27,Alpha_StarGraph;Beta_AllEqual;Delta_Extremist,360.803,467.087,477.115,453.525,458.087,469.755,443.717,495.848,502.82,511.459,EVOLVING,2000.0,80,36,36,965
28,Gamma_LoadFactor;Beta_LineChain;Beta_ModuloStep,360.803,467.087,477.115,453.525,515.071,469.755,443.717,495.848,502.82,511.459,EVOLVING,2000.0,79,35,35,1000
29,Alpha_StarGraph;Beta_AllEqual;Delta_Extremist,360.803,467.087,477.115,453.525,515.071,469.755,443.717,495.848,502.82,511.459,EVOLVING,2000.0,77,37,37,1037
30,Alpha_StarGraph;Alpha_HashCollision;Beta_LineChain,507.852,467.087,477.115,453.525,515.071,469.755,443.717,495.848,502.82,511.459,EVOLVING,2000.0,75,36,36,1073
31,Delta_Extremist;Beta_LineChain;Gamma_LoadFactor,507.852,467.087,531.499,453.525,515.071,469.755,443.717,495.848,502.82,511.459,EVOLVING,2000.0,75,34,34,1107
32,Beta_LineChain;Gamma_Disconnected;Gamma_LoadFactor,507.852,467.087,531.499,453.525,515.071,526.702,443.717,495.848,502.82,511.459,EVOLVING,2000.0,68,38,38,1145
33,Delta_Extremist;Alpha_StarGraph;Alpha_Reversed,507.852,467.087,531.499,517.05,515.071,526.702,443.717,495.848,502.82,511.459,EVOLVING,2000.0,75,38,38,1183
34,Alpha_Reversed;Alpha_HashCollision;Gamma_Sawtooth,507.852,467.087,531.499,517.05,515.071,526.702,542.646,495.848,502.82,511.459,EVOLVING,2000.0,80,37,37,1220
35,Alpha_HashCollision;Delta_Extremist;Gamma_Disconnected,540.106,467.087,531.499,517.05,515.071,540.645,542.646,495.848,502.82,511.459,EVOLVING,2000.0,67,34,34,1254
36,Gamma_Sawtooth;Beta_ModuloStep;Beta_LineChain,540.106,467.087,531.499,517.05,518.897,540.645,542.646,495.848,527.986,511.459,EVOLVING,2000.0,76,36,36,1290
37,Alpha_Reversed;Beta_AllEqual;Beta_LineChain,540.106,467.087,531.499,517.05,518.897,540.645,542.646,539.626,527.986,511.459,EVOLVING,2000.0,67,38,38,1328
38,Alpha_HashCollision;Gamma_LoadFactor;Alpha_StarGraph,549.314,467.087,531.499,544.879,518.897,540.645,542.646,539.626,527.986,511.459,EVOLVING,2000.0,72,33,33,1361
39,Gamma_Disconnected;Beta_AllEqual;Gamma_LoadFactor,549.314,467.087,531.499,544.879,518.897,540.645,542.646,539.626,527.986,511.459,EVOLVING,2000.0,71,32,32,1393
40,Alpha_StarGraph;Gamma_Disconnected;Alpha_Reversed,549.314,467.087,531.499,544.879,518.897,540.645,542.646,539.626,527.986,511.459,EVOLVING,2000.0,68,36,36,1429
41,Gamma_LoadFactor;Delta_Extremist;Gamma_Sawtooth,549.314,467.087,549.101,544.879,518.897,540.645,542.646,539.626,534.859,511.459,EVOLVING,2000.0,75,36,36,1465
42,Alpha_StarGraph;Beta_AllEqual;Alpha_HashCollision,549.314,467.087,549.101,544.879,518.897,540.645,542.646,539.626,534.859,511.459,EVOLVING,2000.0,74,36,36,1501
43,Delta_Extremist;Alpha_Reversed;Beta_AllEqual,549.314,467.087,549.101,544.879,518.897,540.645,542.646,539.626,534.859,514.785,EVOLVING,2000.0,78,35,35,1536
44,Beta_LineChain;Alpha_HashCollision;Gamma_LoadFactor,554.23,467.087,549.101,544.879,518.897,540.645,542.646,539.626,534.859,514.785,EVOLVING,2000.0,78,36,36,1572
45,Gamma_Sawtooth;Beta_ModuloStep;Alpha_StarGraph,554.23,528.535,549.101,544.879,518.897,540.645,542.646,539.626,540.377,514.785,EVOLVING,2000.0,72,33,33,1605
46,Delta_Extremist;Beta_LineChain;Beta_ModuloStep,554.23,528.535,549.101,544.879,518.897,540.645,542.646,539.626,540.377,514.785,EVOLVING,2000.0,75,36,36,1641
47,Beta_LineChain;Beta_ModuloStep;Gamma_LoadFactor,554.23,528.535,549.101,544.879,518.897,540.645,542.646,539.626,540.377,514.785,EVOLVING,2000.0,78,38,38,1679
48,Gamma_Disconnected;Delta_Extremist;Beta_AllEqual,554.23,528.535,549.101,544.879,518.897,540.645,542.646,541.643,540.377,514.785,EVOLVING,2000.0,75,40,40,1719
49,Gamma_Disconnected;Beta_ModuloStep;Beta_AllEqual,554.23,528.535,549.101,544.879,518.897,540.645,542.646,541.643,540.377,514.785,EVOLVING,2000.0,73,36,36,1755
50,Gamma_Sawtooth;Delta_Extremist;Alpha_Reversed,554.23,528.535,549.101,544.879,518.897,540.645,558.094,541.643,554.469,514.785,EVOLVING,2000.0,79,35,35,1790
