Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_Reversed;Gamma_LoadFactor;Beta_ModuloStep,10.811,9.751,14.234,21.218,24.002,21.999,16.179,14.883,25.902,9.448,EVOLVING,2000.0,71,39,39,39
2,Gamma_Disconnected;Alpha_StarGraph;Gamma_LoadFactor,10.811,9.751,16.881,23.507,24.002,25.252,16.179,14.883,25.902,9.448,EVOLVING,2000.0,78,36,36,75
3,Alpha_HashCollision;Beta_AllEqual;Beta_ModuloStep,13.37,10.627,16.881,23.507,24.002,25.252,16.179,16.373,25.902,9.448,EVOLVING,2000.0,70,34,34,109
4,Beta_LineChain;Beta_ModuloStep;Gamma_Disconnected,13.37,12.377,16.881,23.507,27.366,28.78,16.179,16.373,25.902,9.448,EVOLVING,2000.0,77,32,32,141
5,Gamma_Sawtooth;Gamma_Disconnected;Delta_Extremist,13.37,12.377,16.881,23.507,27.366,31.61,16.179,16.373,30.329,11.564,EVOLVING,2000.0,67,37,37,178
6,Gamma_Disconnected;Alpha_StarGraph;Alpha_Reversed,13.37,12.377,16.881,25.147,27.366,34.587,18.138,16.373,30.329,11.564,EVOLVING,2000.0,78,32,32,210
7,Beta_ModuloStep;Delta_Extremist;Beta_LineChain,13.37,14.392,16.881,25.147,32.182,34.587,18.138,16.373,30.329,13.362,EVOLVING,2000.0,69,33,33,243
8,Delta_Extremist;Beta_ModuloStep;Gamma_Disconnected,13.37,17.583,16.881,25.147,32.182,38.56,18.138,16.373,30.329,15.734,EVOLVING,2000.0,65,39,39,282
9,Gamma_Sawtooth;Alpha_HashCollision;Alpha_StarGraph,15.487,17.583,16.881,29.324,32.182,38.56,18.138,16.373,34.59,15.734,EVOLVING,2000.0,65,40,40,322
10,Alpha_StarGraph;Beta_LineChain;Gamma_Disconnected,15.487,17.583,16.881,31.263,36.591,44.383,18.138,16.373,34.59,15.734,EVOLVING,2000.0,77,36,36,358
11,Gamma_Sawtooth;Alpha_Reversed;Gamma_LoadFactor,15.487,17.583,18.585,31.263,36.591,44.383,21.022,16.373,39.994,15.734,EVOLVING,2000.0,76,36,36,394
12,Gamma_LoadFactor;Alpha_StarGraph;Alpha_HashCollision,18.687,17.583,21.806,37.347,36.591,44.383,21.022,16.373,39.994,15.734,EVOLVING,2000.0,77,40,40,434
13,Beta_AllEqual;Gamma_LoadFactor;Gamma_Sawtooth,18.687,17.583,25.554,37.347,36.591,44.383,21.022,19.948,43.049,15.734,EVOLVING,2000.0,76,37,37,471
14,Beta_ModuloStep;Beta_LineChain;Alpha_StarGraph,18.687,20.586,25.554,41.002,40.98,44.383,21.022,19.948,43.049,15.734,EVOLVING,2000.0,69,33,33,504
15,Delta_Extremist;Gamma_Disconnected;Beta_ModuloStep,18.687,22.851,25.554,41.002,40.98,49.642,21.022,19.948,43.049,18.141,EVOLVING,2000.0,78,35,35,539
16,Alpha_HashCollision;Delta_Extremist;Beta_AllEqual,21.685,22.851,25.554,41.002,40.98,49.642,21.022,23.346,43.049,19.932,EVOLVING,2000.0,71,35,35,574
17,Beta_ModuloStep;Gamma_Disconnected;Alpha_HashCollision,23.782,24.832,25.554,41.002,40.98,57.515,21.022,23.346,43.049,19.932,EVOLVING,2000.0,69,36,36,610
18,Alpha_HashCollision;Gamma_Sawtooth;Beta_ModuloStep,25.908,29.257,25.554,41.002,40.98,57.515,21.022,23.346,48.459,19.932,EVOLVING,2000.0,71,36,36,646
19,Gamma_Sawtooth;Delta_Extremist;Beta_AllEqual,25.908,29.257,25.554,41.002,40.98,57.515,21.022,25.573,53.17,22.158,EVOLVING,2000.0,70,34,34,680
20,Beta_ModuloStep;Alpha_HashCollision;Alpha_StarGraph,30.138,31.402,25.554,44.762,40.98,57.515,21.022,25.573,53.17,22.158,EVOLVING,2000.0,67,33,33,713
21,Beta_LineChain;Beta_AllEqual;Alpha_StarGraph,30.138,31.402,25.554,51.828,50.528,57.515,21.022,31.579,53.17,22.158,EVOLVING,2000.0,80,37,37,750
22,Gamma_Disconnected;Beta_ModuloStep;Alpha_HashCollision,38.685,37.148,25.554,51.828,50.528,64.896,21.022,31.579,53.17,22.158,EVOLVING,2000.0,75,32,32,782
23,Alpha_StarGraph;Beta_LineChain;Delta_Extremist,38.685,37.148,25.554,67.164,62.883,64.896,21.022,31.579,53.17,29.92,EVOLVING,2000.0,68,33,33,815
24,Gamma_Disconnected;Beta_LineChain;Alpha_StarGraph,38.685,37.148,25.554,81.735,75.279,79.364,21.022,31.579,53.17,29.92,EVOLVING,2000.0,79,36,36,851
25,Alpha_StarGraph;Beta_AllEqual;Alpha_HashCollision,46.56,37.148,25.554,99.217,75.279,79.364,21.022,36.561,53.17,29.92,EVOLVING,2000.0,76,32,32,883
26,Beta_ModuloStep;Beta_LineChain;Delta_Extremist,46.56,42.822,25.554,99.217,95.154,79.364,21.022,36.561,53.17,34.85,EVOLVING,2000.0,76,40,40,923
27,Alpha_StarGraph;Beta_AllEqual;Gamma_Disconnected,46.56,42.822,25.554,116.97,95.154,97.312,21.022,41.774,53.17,34.85,EVOLVING,2000.0,71,38,38,961
28,Delta_Extremist;Alpha_StarGraph;Gamma_LoadFactor,46.56,42.822,31.042,139.107,95.154,97.312,21.022,41.774,53.17,39.689,EVOLVING,2000.0,78,38,38,999
29,Gamma_Sawtooth;Gamma_Disconnected;Alpha_StarGraph,46.56,42.822,31.042,156.225,95.154,112.819,21.022,41.774,66.967,39.689,EVOLVING,2000.0,77,39,39,1038
30,Beta_AllEqual;Gamma_LoadFactor;Alpha_StarGraph,46.56,42.822,34.695,180.705,95.154,112.819,21.022,2399.83,66.967,39.689,TLE_ACHIEVED,2000.0,65,33,33,1071
