Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_HashCollision;Alpha_StarGraph;Beta_AllEqual,43.97,15.413,8.346,48.082,17.607,21.592,21.84,53.329,13.312,24.744,EVOLVING,2000.0,218,74,292,292
2,Alpha_Reversed;Beta_LineChain;Gamma_Sawtooth,43.97,15.413,8.346,48.082,99.654,21.592,93.325,53.329,98.053,24.744,EVOLVING,2000.0,226,76,302,594
3,Beta_ModuloStep;Alpha_HashCollision;Beta_AllEqual,131.056,137.98,8.346,48.082,99.654,21.592,93.325,126.814,98.053,24.744,EVOLVING,2000.0,211,72,283,877
4,Beta_AllEqual;Gamma_LoadFactor;Beta_LineChain,131.056,137.98,152.702,48.082,181.441,21.592,93.325,162.015,98.053,24.744,EVOLVING,2000.0,213,79,292,1169
5,Alpha_StarGraph;Beta_ModuloStep;Alpha_Reversed,131.056,187.166,152.702,193.44,181.441,21.592,204.299,162.015,98.053,24.744,EVOLVING,2000.0,226,73,299,1468
6,Gamma_Sawtooth;Gamma_Disconnected;Beta_LineChain,131.056,187.166,152.702,193.44,260.359,251.42,204.299,162.015,223.992,24.744,EVOLVING,2000.0,215,72,287,1755
7,Gamma_Sawtooth;Alpha_Reversed;Gamma_Disconnected,131.056,187.166,152.702,193.44,260.359,251.42,267.793,162.015,243.706,24.744,EVOLVING,2000.0,214,77,291,2046
8,Delta_Extremist;Gamma_LoadFactor;Alpha_StarGraph,131.056,187.166,271.409,264.246,260.359,251.42,267.793,162.015,243.706,286.272,EVOLVING,2000.0,210,75,285,2331
9,Gamma_LoadFactor;Alpha_HashCollision;Beta_AllEqual,338.237,187.166,291.041,264.246,260.359,251.42,267.793,338.725,243.706,286.272,EVOLVING,2000.0,217,70,287,2618
10,Alpha_StarGraph;Gamma_LoadFactor;Alpha_Reversed,338.237,187.166,333.277,336.496,260.359,251.42,348.102,338.725,243.706,286.272,EVOLVING,2000.0,211,78,289,2907
11,Gamma_LoadFactor;Alpha_Reversed;Gamma_Sawtooth,338.237,187.166,350.472,336.496,260.359,251.42,387.016,338.725,375.871,286.272,EVOLVING,2000.0,218,74,292,3199
