Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_Sawtooth;Delta_Extremist;Beta_LineChain,15.031,25.131,8.937,11.657,62.535,25.751,11.904,9.31,54.65,61.694,EVOLVING,2000.0,77,35,35,35
2,Alpha_Reversed;Beta_ModuloStep;Delta_Extremist,15.031,99.32,8.937,11.657,62.535,25.751,123.238,9.31,54.65,102.208,EVOLVING,2000.0,80,33,33,68
3,Gamma_Disconnected;Gamma_LoadFactor;Alpha_StarGraph,15.031,99.32,154.342,154.672,62.535,158.074,123.238,9.31,54.65,102.208,EVOLVING,2000.0,74,34,34,102
4,Beta_LineChain;Gamma_Sawtooth;Delta_Extremist,15.031,99.32,154.342,154.672,224.997,158.074,123.238,9.31,203.493,198.262,EVOLVING,2000.0,67,35,35,137
5,Gamma_Disconnected;Alpha_HashCollision;Delta_Extremist,274.305,99.32,154.342,154.672,224.997,273.287,123.238,9.31,203.493,270.497,EVOLVING,2000.0,78,36,36,173
6,Beta_LineChain;Beta_ModuloStep;Beta_AllEqual,274.305,279.211,154.342,154.672,284.534,273.287,123.238,295.051,203.493,270.497,EVOLVING,2000.0,80,40,40,213
7,Gamma_Sawtooth;Delta_Extremist;Alpha_Reversed,274.305,279.211,154.342,154.672,284.534,273.287,315.846,295.051,315.981,328.522,EVOLVING,2000.0,72,39,39,252
8,Beta_LineChain;Beta_ModuloStep;Alpha_StarGraph,274.305,310.468,154.342,329.218,323.495,273.287,315.846,295.051,315.981,328.522,EVOLVING,2000.0,77,40,40,292
9,Beta_AllEqual;Gamma_Disconnected;Alpha_HashCollision,335.063,310.468,154.342,329.218,323.495,417.511,315.846,367.729,315.981,328.522,EVOLVING,2000.0,72,33,33,325
10,Gamma_LoadFactor;Gamma_Sawtooth;Gamma_Disconnected,335.063,310.468,444.32,329.218,323.495,450.702,315.846,367.729,454.901,328.522,EVOLVING,2000.0,65,33,33,358
11,Beta_AllEqual;Gamma_Sawtooth;Gamma_Disconnected,335.063,310.468,444.32,329.218,323.495,456.039,315.846,423.733,465.855,328.522,EVOLVING,2000.0,79,38,38,396
12,Beta_LineChain;Alpha_HashCollision;Gamma_LoadFactor,448.164,310.468,453.278,329.218,435.855,456.039,315.846,423.733,465.855,328.522,EVOLVING,2000.0,69,38,38,434
13,Beta_LineChain;Beta_ModuloStep;Delta_Extremist,448.164,448.171,453.278,329.218,480.578,456.039,315.846,423.733,465.855,533.25,EVOLVING,2000.0,74,37,37,471
14,Gamma_Sawtooth;Gamma_Disconnected;Beta_AllEqual,448.164,448.171,453.278,329.218,480.578,456.039,315.846,490.908,483.44,533.25,EVOLVING,2000.0,80,40,40,511
15,Delta_Extremist;Alpha_Reversed;Gamma_Disconnected,448.164,448.171,453.278,329.218,480.578,493.12,452.006,490.908,483.44,533.25,EVOLVING,2000.0,68,38,38,549
16,Beta_ModuloStep;Beta_AllEqual;Gamma_Disconnected,448.164,563.81,453.278,329.218,480.578,553.382,452.006,564.04,483.44,533.25,EVOLVING,2000.0,75,35,35,584
17,Gamma_Disconnected;Beta_ModuloStep;Gamma_Sawtooth,448.164,609.973,453.278,329.218,480.578,593.392,452.006,564.04,564.461,533.25,EVOLVING,2000.0,69,36,36,620
18,Beta_AllEqual;Gamma_Disconnected;Beta_ModuloStep,448.164,609.973,453.278,329.218,480.578,593.392,452.006,579.816,564.461,533.25,EVOLVING,2000.0,68,37,37,657
19,Beta_AllEqual;Gamma_LoadFactor;Beta_LineChain,448.164,609.973,613.631,329.218,623.025,593.392,452.006,579.816,564.461,533.25,EVOLVING,2000.0,66,34,34,691
20,Alpha_Reversed;Gamma_Sawtooth;Delta_Extremist,448.164,609.973,613.631,329.218,623.025,593.392,601.198,579.816,573.933,622.796,EVOLVING,2000.0,80,36,36,727
21,Gamma_Disconnected;Beta_ModuloStep;Gamma_Sawtooth,448.164,609.973,613.631,329.218,623.025,641.358,601.198,579.816,630.168,622.796,EVOLVING,2000.0,77,36,36,763
22,Gamma_Sawtooth;Alpha_StarGraph;Beta_LineChain,448.164,609.973,613.631,583.546,623.025,641.358,601.198,579.816,630.168,622.796,EVOLVING,2000.0,76,36,36,799
23,Beta_LineChain;Alpha_StarGraph;Beta_AllEqual,448.164,609.973,613.631,583.546,675.118,641.358,601.198,589.912,630.168,622.796,EVOLVING,2000.0,77,40,40,839
24,Gamma_LoadFactor;Beta_AllEqual;Alpha_HashCollision,583.1,609.973,613.631,583.546,675.118,641.358,601.198,612.567,630.168,622.796,EVOLVING,2000.0,80,39,39,878
25,Beta_LineChain;Delta_Extremist;Gamma_Sawtooth,583.1,609.973,613.631,583.546,682.449,641.358,601.198,612.567,666.869,635.901,EVOLVING,2000.0,75,34,34,912
26,Alpha_StarGraph;Gamma_Sawtooth;Alpha_Reversed,583.1,609.973,613.631,693.744,682.449,641.358,601.198,612.567,681.881,635.901,EVOLVING,2000.0,79,37,37,949
27,Gamma_Sawtooth;Beta_AllEqual;Delta_Extremist,583.1,609.973,613.631,693.744,682.449,641.358,601.198,656.643,681.881,635.901,EVOLVING,2000.0,79,35,35,984
28,Alpha_Reversed;Gamma_Disconnected;Beta_LineChain,583.1,609.973,613.631,693.744,682.449,641.358,615.802,656.643,681.881,635.901,EVOLVING,2000.0,72,37,37,1021
29,Alpha_StarGraph;Beta_LineChain;Gamma_LoadFactor,583.1,609.973,627.554,693.744,682.449,641.358,615.802,656.643,681.881,635.901,EVOLVING,2000.0,65,32,32,1053
30,Alpha_StarGraph;Alpha_HashCollision;Beta_LineChain,592.108,609.973,627.554,693.744,703.07,641.358,615.802,656.643,681.881,635.901,EVOLVING,2000.0,80,36,36,1089
31,Gamma_LoadFactor;Alpha_Reversed;Alpha_HashCollision,663.75,609.973,627.554,693.744,703.07,641.358,676.92,656.643,681.881,635.901,EVOLVING,2000.0,70,33,33,1122
32,Alpha_StarGraph;Beta_ModuloStep;Gamma_Sawtooth,663.75,641.995,627.554,742.926,703.07,641.358,676.92,656.643,681.881,635.901,EVOLVING,2000.0,65,36,36,1158
33,Delta_Extremist;Gamma_Sawtooth;Beta_ModuloStep,663.75,641.995,627.554,742.926,703.07,641.358,676.92,656.643,681.881,694.229,EVOLVING,2000.0,67,38,38,1196
34,Gamma_Sawtooth;Gamma_Disconnected;Beta_ModuloStep,663.75,747.591,627.554,742.926,703.07,698.998,676.92,656.643,681.881,694.229,EVOLVING,2000.0,76,34,34,1230
35,Beta_LineChain;Gamma_Sawtooth;Beta_AllEqual,663.75,747.591,627.554,742.926,703.07,698.998,676.92,757.212,701.897,694.229,EVOLVING,2000.0,72,33,33,1263
36,Beta_LineChain;Beta_AllEqual;Beta_ModuloStep,663.75,747.591,627.554,742.926,703.07,698.998,676.92,757.212,701.897,694.229,EVOLVING,2000.0,79,39,39,1302
37,Alpha_Reversed;Beta_ModuloStep;Delta_Extremist,663.75,747.591,627.554,742.926,703.07,698.998,684.34,757.212,701.897,765.48,EVOLVING,2000.0,68,39,39,1341
38,Alpha_Reversed;Beta_LineChain;Alpha_HashCollision,702.704,747.591,627.554,742.926,726.028,698.998,684.34,757.212,701.897,765.48,EVOLVING,2000.0,68,32,32,1373
39,Gamma_Sawtooth;Alpha_HashCollision;Delta_Extremist,702.704,747.591,627.554,742.926,726.028,698.998,684.34,757.212,701.897,765.48,EVOLVING,2000.0,66,39,39,1412
40,Alpha_StarGraph;Gamma_LoadFactor;Alpha_HashCollision,702.704,747.591,679.98,742.926,726.028,698.998,684.34,757.212,701.897,765.48,EVOLVING,2000.0,71,33,33,1445
41,Gamma_Sawtooth;Alpha_HashCollision;Beta_ModuloStep,741.596,747.591,679.98,742.926,726.028,698.998,684.34,757.212,722.092,765.48,EVOLVING,2000.0,77,36,36,1481
42,Alpha_HashCollision;Beta_LineChain;Gamma_Disconnected,741.596,747.591,679.98,742.926,730.705,698.998,684.34,757.212,722.092,765.48,EVOLVING,2000.0,70,39,39,1520
43,Alpha_StarGraph;Beta_AllEqual;Gamma_Sawtooth,741.596,747.591,679.98,742.926,730.705,698.998,684.34,757.212,722.092,765.48,EVOLVING,2000.0,75,36,36,1556
44,Gamma_LoadFactor;Beta_AllEqual;Gamma_Disconnected,741.596,747.591,725.585,742.926,730.705,768.416,684.34,757.212,722.092,765.48,EVOLVING,2000.0,80,37,37,1593
45,Beta_LineChain;Alpha_HashCollision;Beta_AllEqual,741.596,747.591,725.585,742.926,730.705,768.416,684.34,757.212,722.092,765.48,EVOLVING,2000.0,69,32,32,1625
46,Alpha_StarGraph;Beta_ModuloStep;Gamma_Disconnected,741.596,747.591,725.585,744.167,730.705,768.416,684.34,757.212,722.092,765.48,EVOLVING,2000.0,72,39,39,1664
47,Beta_AllEqual;Gamma_Disconnected;Gamma_LoadFactor,741.596,747.591,725.585,744.167,730.705,782.782,684.34,757.212,722.092,765.48,EVOLVING,2000.0,77,40,40,1704
48,Gamma_LoadFactor;Alpha_StarGraph;Gamma_Disconnected,741.596,747.591,725.585,761.359,730.705,782.782,684.34,757.212,722.092,765.48,EVOLVING,2000.0,76,34,34,1738
