Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_HashCollision;Gamma_Sawtooth;Beta_ModuloStep,20.197,22.303,8.782,18.925,20.185,11.76,13.21,19.945,21.348,19.397,EVOLVING,2000,215,77,292,292
2,Alpha_Reversed;Delta_Extremist;Alpha_HashCollision,43.505,22.303,8.782,18.925,20.185,11.76,48.887,19.945,21.348,42.798,EVOLVING,2000,219,72,291,583
3,Alpha_HashCollision;Beta_AllEqual;Gamma_Sawtooth,57.693,22.303,8.782,18.925,20.185,11.76,48.887,66.186,59.982,42.798,EVOLVING,2000,216,81,297,880
4,Beta_LineChain;Beta_ModuloStep;Gamma_Sawtooth,57.693,79.859,8.782,18.925,75.8,11.76,48.887,66.186,73.03,42.798,EVOLVING,2000,221,78,299,1179
5,Gamma_Sawtooth;Beta_AllEqual;Alpha_Reversed,57.693,79.859,8.782,18.925,75.8,11.76,103.265,101.4,103.608,42.798,EVOLVING,2000,215,72,287,1466
6,Alpha_HashCollision;Beta_AllEqual;Delta_Extremist,116.396,79.859,8.782,18.925,75.8,11.76,103.265,109.787,103.608,117.146,EVOLVING,2000,228,75,303,1769
7,Beta_AllEqual;Gamma_LoadFactor;Beta_ModuloStep,116.396,118.516,107.311,18.925,75.8,11.76,103.265,116.404,103.608,117.146,EVOLVING,2000,217,76,293,2062
8,Alpha_HashCollision;Delta_Extremist;Gamma_LoadFactor,119.708,118.516,137.036,18.925,75.8,11.76,103.265,116.404,103.608,137.853,EVOLVING,2000,221,72,293,2355
9,Delta_Extremist;Gamma_Disconnected;Gamma_Sawtooth,119.708,118.516,137.036,18.925,75.8,140.911,103.265,116.404,155.873,147.959,EVOLVING,2000,224,75,299,2654
10,Beta_AllEqual;Alpha_HashCollision;Gamma_Disconnected,173.066,118.516,137.036,18.925,75.8,173.368,103.265,151.904,155.873,147.959,EVOLVING,2000,219,75,294,2948
11,Gamma_Sawtooth;Alpha_HashCollision;Beta_LineChain,173.066,118.516,137.036,18.925,149.662,173.368,103.265,151.904,170.61,147.959,EVOLVING,2000,219,69,288,3236
12,Alpha_HashCollision;Gamma_Disconnected;Beta_ModuloStep,173.066,175.496,137.036,18.925,149.662,173.368,103.265,151.904,170.61,147.959,EVOLVING,2000,213,77,290,3526
13,Gamma_Disconnected;Alpha_StarGraph;Beta_LineChain,173.066,175.496,137.036,198.355,161.873,194.519,103.265,151.904,170.61,147.959,EVOLVING,2000,218,70,288,3814
14,Gamma_LoadFactor;Beta_AllEqual;Alpha_HashCollision,173.066,175.496,189.057,198.355,161.873,194.519,103.265,198.648,170.61,147.959,EVOLVING,2000,219,75,294,4108
15,Alpha_Reversed;Beta_AllEqual;Gamma_LoadFactor,173.066,175.496,192.263,198.355,161.873,194.519,218.397,198.648,170.61,147.959,EVOLVING,2000,216,77,293,4401
16,Beta_AllEqual;Delta_Extremist;Alpha_Reversed,173.066,175.496,192.263,198.355,161.873,194.519,218.397,198.648,170.61,219.201,EVOLVING,2000,215,73,288,4689
