Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_HashCollision;Beta_AllEqual;Alpha_Reversed,46.468,16.991,19.746,20.525,20.093,15.835,42.668,49.719,8.477,16.876,EVOLVING,2000.0,76,40,40,40
2,Beta_LineChain;Alpha_StarGraph;Delta_Extremist,46.468,16.991,19.746,88.553,92.162,15.835,42.668,49.719,8.477,87.802,EVOLVING,2000.0,71,37,37,77
3,Beta_LineChain;Beta_AllEqual;Alpha_Reversed,46.468,16.991,19.746,88.553,125.625,15.835,132.018,138.038,8.477,87.802,EVOLVING,2000.0,68,34,34,111
4,Alpha_HashCollision;Gamma_LoadFactor;Beta_AllEqual,165.102,16.991,163.915,88.553,125.625,15.835,132.018,152.512,8.477,87.802,EVOLVING,2000.0,72,37,37,148
5,Alpha_StarGraph;Gamma_Sawtooth;Beta_LineChain,165.102,16.991,163.915,214.144,184.476,15.835,132.018,152.512,212.822,87.802,EVOLVING,2000.0,74,36,36,184
6,Beta_AllEqual;Beta_ModuloStep;Beta_LineChain,165.102,240.267,163.915,214.144,258.046,15.835,132.018,226.416,212.822,87.802,EVOLVING,2000.0,75,32,32,216
7,Beta_ModuloStep;Alpha_Reversed;Delta_Extremist,165.102,244.622,163.915,214.144,258.046,15.835,288.925,226.416,212.822,278.213,EVOLVING,2000.0,66,32,32,248
8,Beta_AllEqual;Gamma_LoadFactor;Gamma_Disconnected,165.102,244.622,265.155,214.144,258.046,273.608,288.925,321.285,212.822,278.213,EVOLVING,2000.0,70,39,39,287
9,Gamma_Disconnected;Gamma_Sawtooth;Beta_AllEqual,165.102,244.622,265.155,214.144,258.046,314.773,288.925,321.285,330.221,278.213,EVOLVING,2000.0,69,32,32,319
10,Beta_ModuloStep;Alpha_StarGraph;Alpha_HashCollision,345.054,335.235,265.155,376.036,258.046,314.773,288.925,321.285,330.221,278.213,EVOLVING,2000.0,79,32,32,351
11,Gamma_Sawtooth;Gamma_LoadFactor;Beta_LineChain,345.054,335.235,325.052,376.036,350.717,314.773,288.925,321.285,330.221,278.213,EVOLVING,2000.0,76,35,35,386
12,Alpha_HashCollision;Beta_AllEqual;Alpha_Reversed,372.985,335.235,325.052,376.036,350.717,314.773,423.228,373.389,330.221,278.213,EVOLVING,2000.0,78,34,34,420
13,Alpha_HashCollision;Delta_Extremist;Beta_AllEqual,372.985,335.235,325.052,376.036,350.717,314.773,423.228,376.098,330.221,439.409,EVOLVING,2000.0,69,37,37,457
14,Delta_Extremist;Alpha_StarGraph;Alpha_Reversed,372.985,335.235,325.052,416.386,350.717,314.773,423.228,376.098,330.221,446.013,EVOLVING,2000.0,66,33,33,490
15,Beta_ModuloStep;Alpha_StarGraph;Gamma_LoadFactor,372.985,386.057,450.195,418.183,350.717,314.773,423.228,376.098,330.221,446.013,EVOLVING,2000.0,73,39,39,529
16,Gamma_Disconnected;Beta_ModuloStep;Alpha_StarGraph,372.985,418.727,450.195,462.12,350.717,411.119,423.228,376.098,330.221,446.013,EVOLVING,2000.0,66,38,38,567
17,Beta_AllEqual;Gamma_Sawtooth;Gamma_Disconnected,372.985,418.727,450.195,462.12,350.717,502.425,423.228,452.066,479.68,446.013,EVOLVING,2000.0,80,40,40,607
18,Gamma_LoadFactor;Gamma_Disconnected;Alpha_Reversed,372.985,418.727,501.324,462.12,350.717,502.425,432.035,452.066,479.68,446.013,EVOLVING,2000.0,77,39,39,646
19,Gamma_Disconnected;Beta_AllEqual;Alpha_StarGraph,372.985,418.727,501.324,525.426,350.717,502.425,432.035,460.373,479.68,446.013,EVOLVING,2000.0,78,40,40,686
20,Gamma_Disconnected;Alpha_HashCollision;Gamma_Sawtooth,483.882,418.727,501.324,525.426,350.717,524.415,432.035,460.373,479.68,446.013,EVOLVING,2000.0,77,37,37,723
21,Alpha_Reversed;Gamma_Sawtooth;Alpha_StarGraph,483.882,418.727,501.324,525.426,350.717,524.415,467.582,460.373,479.68,446.013,EVOLVING,2000.0,68,37,37,760
22,Gamma_Disconnected;Delta_Extremist;Alpha_HashCollision,556.183,418.727,501.324,525.426,350.717,524.415,467.582,460.373,479.68,482.781,EVOLVING,2000.0,71,35,35,795
23,Beta_ModuloStep;Beta_AllEqual;Delta_Extremist,556.183,474.562,501.324,525.426,350.717,524.415,467.582,524.511,479.68,566.907,EVOLVING,2000.0,80,38,38,833
24,Gamma_Sawtooth;Beta_LineChain;Gamma_LoadFactor,556.183,474.562,506.787,525.426,479.777,524.415,467.582,524.511,575.942,566.907,EVOLVING,2000.0,74,38,38,871
25,Alpha_HashCollision;Gamma_Sawtooth;Beta_AllEqual,556.183,474.562,506.787,525.426,479.777,524.415,467.582,572.638,575.942,566.907,EVOLVING,2000.0,68,32,32,903
26,Delta_Extremist;Beta_ModuloStep;Alpha_Reversed,556.183,530.045,506.787,525.426,479.777,524.415,549.012,572.638,575.942,584.782,EVOLVING,2000.0,65,34,34,937
27,Gamma_Sawtooth;Alpha_StarGraph;Beta_ModuloStep,556.183,531.176,506.787,575.104,479.777,524.415,549.012,572.638,575.942,584.782,EVOLVING,2000.0,65,32,32,969
28,Alpha_Reversed;Alpha_StarGraph;Beta_ModuloStep,556.183,531.176,506.787,575.104,479.777,524.415,549.012,572.638,575.942,584.782,EVOLVING,2000.0,66,33,33,1002
29,Alpha_StarGraph;Beta_LineChain;Gamma_Disconnected,556.183,531.176,506.787,575.104,503.272,535.826,549.012,572.638,575.942,584.782,EVOLVING,2000.0,72,36,36,1038
30,Gamma_Disconnected;Gamma_LoadFactor;Gamma_Sawtooth,556.183,531.176,511.682,575.104,503.272,557.555,549.012,572.638,575.942,584.782,EVOLVING,2000.0,69,33,33,1071
31,Alpha_StarGraph;Beta_AllEqual;Alpha_Reversed,556.183,531.176,511.682,575.104,503.272,557.555,549.012,572.638,575.942,584.782,EVOLVING,2000.0,74,32,32,1103
32,Delta_Extremist;Gamma_Disconnected;Gamma_LoadFactor,556.183,531.176,622.621,575.104,503.272,623.573,549.012,572.638,575.942,584.782,EVOLVING,2000.0,68,34,34,1137
33,Gamma_Disconnected;Beta_ModuloStep;Gamma_LoadFactor,556.183,533.534,622.621,575.104,503.272,623.573,549.012,572.638,575.942,584.782,EVOLVING,2000.0,78,34,34,1171
34,Delta_Extremist;Gamma_LoadFactor;Beta_AllEqual,556.183,533.534,622.621,575.104,503.272,623.573,549.012,572.638,575.942,584.782,EVOLVING,2000.0,71,32,32,1203
