Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Delta_Extremist;Beta_LineChain;Beta_AllEqual,17.869,12.424,16.385,10.069,44.64,12.248,25.384,46.318,19.818,47.169,EVOLVING,2000.0,67,40,40,40
2,Gamma_Sawtooth;Beta_ModuloStep;Delta_Extremist,17.869,102.529,16.385,10.069,44.64,12.248,25.384,46.318,105.095,96.895,EVOLVING,2000.0,70,38,38,78
3,Alpha_StarGraph;Beta_AllEqual;Gamma_Sawtooth,17.869,102.529,16.385,121.918,44.64,12.248,25.384,127.862,134.88,96.895,EVOLVING,2000.0,66,32,32,110
4,Beta_AllEqual;Gamma_Disconnected;Alpha_HashCollision,170.945,102.529,16.385,121.918,44.64,153.422,25.384,155.958,134.88,96.895,EVOLVING,2000.0,65,36,36,146
5,Gamma_LoadFactor;Gamma_Disconnected;Gamma_Sawtooth,170.945,102.529,233.13,121.918,44.64,220.504,25.384,155.958,209.844,96.895,EVOLVING,2000.0,74,34,34,180
6,Alpha_Reversed;Beta_ModuloStep;Beta_AllEqual,170.945,247.594,233.13,121.918,44.64,220.504,237.454,233.511,209.844,96.895,EVOLVING,2000.0,67,35,35,215
7,Beta_AllEqual;Gamma_Sawtooth;Alpha_Reversed,170.945,247.594,233.13,121.918,44.64,220.504,295.684,266.735,272.692,96.895,EVOLVING,2000.0,65,33,33,248
8,Beta_ModuloStep;Delta_Extremist;Beta_LineChain,170.945,261.107,233.13,121.918,284.381,220.504,295.684,266.735,272.692,278.312,EVOLVING,2000.0,80,39,39,287
9,Beta_ModuloStep;Gamma_Sawtooth;Beta_AllEqual,170.945,303.949,233.13,121.918,284.381,220.504,295.684,333.312,294.687,278.312,EVOLVING,2000.0,68,33,33,320
10,Beta_LineChain;Gamma_Disconnected;Gamma_Sawtooth,170.945,303.949,233.13,121.918,338.503,304.364,295.684,333.312,308.536,278.312,EVOLVING,2000.0,67,32,32,352
