Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_LoadFactor;Beta_LineChain;Alpha_Reversed,14.069,22.96,34.359,16.03,35.774,22.073,31.764,16.199,8.475,19.433,EVOLVING,2000.0,212,73,285,285
2,Gamma_LoadFactor;Delta_Extremist;Alpha_StarGraph,14.069,22.96,61.066,59.836,35.774,22.073,31.764,16.199,8.475,67.444,EVOLVING,2000.0,217,75,292,577
3,Beta_LineChain;Beta_ModuloStep;Gamma_LoadFactor,14.069,99.946,78.221,59.836,84.854,22.073,31.764,16.199,8.475,67.444,EVOLVING,2000.0,221,71,292,869
4,Gamma_Sawtooth;Beta_LineChain;Alpha_Reversed,14.069,99.946,78.221,59.836,120.124,22.073,102.542,16.199,122.322,67.444,EVOLVING,2000.0,226,71,297,1166
5,Alpha_HashCollision;Gamma_LoadFactor;Alpha_Reversed,125.978,99.946,151.173,59.836,120.124,22.073,130.488,16.199,122.322,67.444,EVOLVING,2000.0,220,66,286,1452
6,Gamma_LoadFactor;Beta_AllEqual;Beta_ModuloStep,125.978,146.086,151.173,59.836,120.124,22.073,130.488,145.613,122.322,67.444,EVOLVING,2000.0,212,73,285,1737
7,Gamma_LoadFactor;Alpha_Reversed;Beta_AllEqual,125.978,146.086,191.192,59.836,120.124,22.073,190.746,175.028,122.322,67.444,EVOLVING,2000.0,220,72,292,2029
8,Gamma_Sawtooth;Gamma_Disconnected;Beta_LineChain,125.978,146.086,191.192,59.836,187.979,200.325,190.746,175.028,187.084,67.444,EVOLVING,2000.0,205,73,278,2307
9,Gamma_LoadFactor;Delta_Extremist;Beta_LineChain,125.978,146.086,199.775,59.836,204.265,200.325,190.746,175.028,187.084,220.178,EVOLVING,2000.0,209,76,285,2592
10,Gamma_LoadFactor;Alpha_Reversed;Alpha_HashCollision,254.035,146.086,211.725,59.836,204.265,200.325,213.45,175.028,187.084,220.178,EVOLVING,2000.0,214,71,285,2877
11,Beta_ModuloStep;Gamma_Disconnected;Alpha_StarGraph,254.035,251.361,211.725,246.234,204.265,262.658,213.45,175.028,187.084,220.178,EVOLVING,2000.0,219,80,299,3176
12,Gamma_Sawtooth;Alpha_StarGraph;Gamma_LoadFactor,254.035,251.361,270.876,275.533,204.265,262.658,213.45,175.028,246.018,220.178,EVOLVING,2000.0,220,79,299,3475
13,Beta_LineChain;Alpha_HashCollision;Gamma_LoadFactor,254.035,251.361,270.876,275.533,290.485,262.658,213.45,175.028,246.018,220.178,EVOLVING,2000.0,216,71,287,3762
14,Alpha_Reversed;Alpha_HashCollision;Beta_AllEqual,254.035,251.361,270.876,275.533,290.485,262.658,279.271,307.532,246.018,220.178,EVOLVING,2000.0,219,72,291,4053
15,Beta_AllEqual;Alpha_HashCollision;Delta_Extremist,278.578,251.361,270.876,275.533,290.485,262.658,279.271,307.532,246.018,292.871,EVOLVING,2000.0,213,76,289,4342
16,Beta_LineChain;Alpha_Reversed;Alpha_StarGraph,278.578,251.361,270.876,333.065,290.485,262.658,324.667,307.532,246.018,292.871,EVOLVING,2000.0,216,74,290,4632
17,Beta_LineChain;Gamma_Sawtooth;Beta_ModuloStep,278.578,323.908,270.876,333.065,291.293,262.658,324.667,307.532,298.517,292.871,EVOLVING,2000.0,219,76,295,4927
18,Gamma_LoadFactor;Beta_AllEqual;Alpha_HashCollision,336.672,323.908,345.578,333.065,291.293,262.658,324.667,307.532,298.517,292.871,EVOLVING,2000.0,222,74,296,5223
19,Gamma_Disconnected;Beta_AllEqual;Alpha_HashCollision,336.672,323.908,345.578,333.065,291.293,290.664,324.667,307.532,298.517,292.871,EVOLVING,2000.0,216,73,289,5512
20,Gamma_LoadFactor;Alpha_StarGraph;Beta_LineChain,336.672,323.908,345.578,352.005,355.078,290.664,324.667,307.532,298.517,292.871,EVOLVING,2000.0,220,75,295,5807
21,Beta_AllEqual;Gamma_LoadFactor;Beta_ModuloStep,336.672,323.908,345.578,352.005,355.078,290.664,324.667,317.296,298.517,292.871,EVOLVING,2000.0,208,76,284,6091
22,Beta_ModuloStep;Beta_LineChain;Gamma_Disconnected,336.672,327.622,345.578,352.005,355.078,357.306,324.667,317.296,298.517,292.871,EVOLVING,2000.0,221,68,289,6380
23,Beta_AllEqual;Alpha_StarGraph;Alpha_HashCollision,339.982,327.622,345.578,352.005,355.078,357.306,324.667,332.686,298.517,292.871,EVOLVING,2000.0,214,77,291,6671
24,Delta_Extremist;Gamma_LoadFactor;Alpha_HashCollision,339.982,327.622,345.578,352.005,355.078,357.306,324.667,332.686,298.517,313.158,EVOLVING,2000.0,224,73,297,6968
25,Alpha_HashCollision;Delta_Extremist;Gamma_Disconnected,339.982,327.622,345.578,352.005,355.078,364.346,324.667,332.686,298.517,324.669,EVOLVING,2000.0,214,73,287,7255
26,Beta_ModuloStep;Delta_Extremist;Beta_LineChain,339.982,363.07,345.578,352.005,355.078,364.346,324.667,332.686,298.517,394.949,EVOLVING,2000.0,216,75,291,7546
27,Gamma_Disconnected;Alpha_StarGraph;Gamma_Sawtooth,339.982,363.07,345.578,352.005,355.078,364.346,324.667,332.686,352.801,394.949,EVOLVING,2000.0,218,79,297,7843
28,Gamma_LoadFactor;Beta_LineChain;Alpha_StarGraph,339.982,363.07,382.365,352.005,355.078,364.346,324.667,332.686,352.801,394.949,EVOLVING,2000.0,207,76,283,8126
29,Alpha_StarGraph;Delta_Extremist;Alpha_HashCollision,401.368,363.07,382.365,383.167,355.078,364.346,324.667,332.686,352.801,409.844,EVOLVING,2000.0,225,76,301,8427
30,Delta_Extremist;Alpha_Reversed;Alpha_StarGraph,401.368,363.07,382.365,383.167,355.078,364.346,402.325,332.686,352.801,409.844,EVOLVING,2000.0,212,74,286,8713
31,Gamma_Disconnected;Alpha_HashCollision;Beta_AllEqual,402.496,363.07,382.365,383.167,355.078,364.346,402.325,348.947,352.801,409.844,EVOLVING,2000.0,208,76,284,8997
32,Beta_AllEqual;Alpha_HashCollision;Alpha_StarGraph,402.496,363.07,382.365,406.012,355.078,364.346,402.325,364.842,352.801,409.844,EVOLVING,2000.0,218,76,294,9291
