Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_Disconnected;Alpha_HashCollision;Alpha_StarGraph,23.126,10.244,20.364,22.36,8.523,25.057,15.168,19.084,19.53,10.258,EVOLVING,2000,222,75,297,297
2,Gamma_Sawtooth;Alpha_HashCollision;Alpha_Reversed,38.639,10.244,20.364,22.36,8.523,25.057,44.374,19.084,42.977,10.258,EVOLVING,2000,217,76,293,590
3,Alpha_StarGraph;Alpha_HashCollision;Delta_Extremist,59.23,10.244,20.364,65.378,8.523,25.057,44.374,19.084,42.977,66.365,EVOLVING,2000,209,80,289,879
4,Alpha_HashCollision;Gamma_Disconnected;Beta_AllEqual,70.247,10.244,20.364,65.378,8.523,82.374,44.374,84.708,42.977,66.365,EVOLVING,2000,219,72,291,1170
5,Delta_Extremist;Gamma_Sawtooth;Gamma_Disconnected,70.247,10.244,20.364,65.378,8.523,98.037,44.374,84.708,96.176,90.269,EVOLVING,2000,213,76,289,1459
6,Beta_LineChain;Delta_Extremist;Alpha_StarGraph,70.247,10.244,20.364,119.846,95.815,98.037,44.374,84.708,96.176,105.006,EVOLVING,2000,208,71,279,1738
7,Gamma_Disconnected;Beta_AllEqual;Delta_Extremist,70.247,10.244,20.364,119.846,95.815,107.676,44.374,125.805,96.176,132.77,EVOLVING,2000,219,78,297,2035
8,Beta_ModuloStep;Alpha_StarGraph;Gamma_Disconnected,70.247,147.482,20.364,127.991,95.815,135.348,44.374,125.805,96.176,132.77,EVOLVING,2000,221,72,293,2328
9,Gamma_Disconnected;Delta_Extremist;Gamma_LoadFactor,70.247,147.482,137.581,127.991,95.815,154.668,44.374,125.805,96.176,156.601,EVOLVING,2000,215,71,286,2614
10,Gamma_Disconnected;Alpha_Reversed;Gamma_LoadFactor,70.247,147.482,137.892,127.991,95.815,154.668,151.391,125.805,96.176,156.601,EVOLVING,2000,217,81,298,2912
11,Beta_AllEqual;Beta_LineChain;Beta_ModuloStep,70.247,158.682,137.892,127.991,181.264,154.668,151.391,178.387,96.176,156.601,EVOLVING,2000,215,68,283,3195
12,Alpha_HashCollision;Beta_AllEqual;Beta_ModuloStep,194.333,174.158,137.892,127.991,181.264,154.668,151.391,187.503,96.176,156.601,EVOLVING,2000,208,75,283,3478
13,Beta_LineChain;Beta_ModuloStep;Gamma_Disconnected,194.333,202.387,137.892,127.991,199.73,182.549,151.391,187.503,96.176,156.601,EVOLVING,2000,213,69,282,3760
14,Gamma_Sawtooth;Alpha_Reversed;Alpha_StarGraph,194.333,202.387,137.892,207.214,199.73,182.549,178.424,187.503,191.059,156.601,EVOLVING,2000,212,74,286,4046
15,Gamma_Disconnected;Alpha_Reversed;Gamma_Sawtooth,194.333,202.387,137.892,207.214,199.73,192.384,214.606,187.503,191.059,156.601,EVOLVING,2000,225,71,296,4342
16,Delta_Extremist;Alpha_Reversed;Alpha_StarGraph,194.333,202.387,137.892,217.161,199.73,192.384,214.606,187.503,191.059,193.005,EVOLVING,2000,227,66,293,4635
17,Alpha_HashCollision;Gamma_Disconnected;Alpha_Reversed,197.148,202.387,137.892,217.161,199.73,225.438,225.734,187.503,191.059,193.005,EVOLVING,2000,220,78,298,4933
18,Alpha_StarGraph;Beta_LineChain;Delta_Extremist,197.148,202.387,137.892,217.161,239.37,225.438,225.734,187.503,191.059,205.212,EVOLVING,2000,216,74,290,5223
19,Alpha_HashCollision;Gamma_Disconnected;Alpha_StarGraph,207.172,202.387,137.892,226.353,239.37,225.438,225.734,187.503,191.059,205.212,EVOLVING,2000,209,76,285,5508
20,Delta_Extremist;Beta_ModuloStep;Gamma_Sawtooth,207.172,233.74,137.892,226.353,239.37,225.438,225.734,187.503,212.134,205.212,EVOLVING,2000,225,77,302,5810
21,Gamma_LoadFactor;Alpha_StarGraph;Beta_ModuloStep,207.172,233.74,213.778,229.024,239.37,225.438,225.734,187.503,212.134,205.212,EVOLVING,2000,209,76,285,6095
22,Gamma_Disconnected;Gamma_LoadFactor;Alpha_Reversed,207.172,233.74,258.54,229.024,239.37,225.438,257.295,187.503,212.134,205.212,EVOLVING,2000,217,76,293,6388
23,Beta_AllEqual;Alpha_StarGraph;Delta_Extremist,207.172,233.74,258.54,229.024,239.37,225.438,257.295,218.567,212.134,255.353,EVOLVING,2000,211,71,282,6670
24,Gamma_LoadFactor;Beta_LineChain;Alpha_HashCollision,255.894,233.74,262.771,229.024,239.37,225.438,257.295,218.567,212.134,255.353,EVOLVING,2000,213,76,289,6959
25,Gamma_Disconnected;Delta_Extremist;Beta_ModuloStep,255.894,247.853,262.771,229.024,239.37,261.187,257.295,218.567,212.134,255.353,EVOLVING,2000,220,75,295,7254
26,Alpha_HashCollision;Beta_ModuloStep;Alpha_Reversed,258.353,247.853,262.771,229.024,239.37,261.187,257.295,218.567,212.134,255.353,EVOLVING,2000,217,74,291,7545
27,Gamma_LoadFactor;Gamma_Disconnected;Beta_ModuloStep,258.353,251.133,273.015,229.024,239.37,261.187,257.295,218.567,212.134,255.353,EVOLVING,2000,213,71,284,7829
28,Alpha_StarGraph;Alpha_HashCollision;Alpha_Reversed,260.851,251.133,273.015,264.358,239.37,261.187,257.295,218.567,212.134,255.353,EVOLVING,2000,214,76,290,8119
29,Gamma_Sawtooth;Alpha_Reversed;Delta_Extremist,260.851,251.133,273.015,264.358,239.37,261.187,269.809,218.567,224.451,255.353,EVOLVING,2000,219,76,295,8414
30,Gamma_Sawtooth;Alpha_HashCollision;Beta_ModuloStep,260.851,251.133,273.015,264.358,239.37,261.187,269.809,218.567,258.635,255.353,EVOLVING,2000,209,77,286,8700
31,Gamma_LoadFactor;Beta_AllEqual;Alpha_HashCollision,260.851,251.133,273.015,264.358,239.37,261.187,269.809,263.829,258.635,255.353,EVOLVING,2000,212,70,282,8982
32,Gamma_Sawtooth;Gamma_Disconnected;Alpha_Reversed,260.851,251.133,273.015,264.358,239.37,261.187,269.809,263.829,286.655,255.353,EVOLVING,2000,215,80,295,9277
33,Alpha_Reversed;Beta_ModuloStep;Alpha_HashCollision,260.851,265.727,273.015,264.358,239.37,261.187,271.219,263.829,286.655,255.353,EVOLVING,2000,211,75,286,9563
34,Beta_ModuloStep;Gamma_Disconnected;Beta_AllEqual,260.851,265.727,273.015,264.358,239.37,261.187,271.219,263.829,286.655,255.353,EVOLVING,2000,215,75,290,9853
35,Alpha_Reversed;Gamma_Disconnected;Gamma_LoadFactor,260.851,265.727,274.881,264.358,239.37,264.678,284.501,263.829,286.655,255.353,EVOLVING,2000,221,73,294,10147
36,Alpha_StarGraph;Beta_ModuloStep;Alpha_Reversed,260.851,265.727,274.881,290.437,239.37,264.678,284.501,263.829,286.655,255.353,EVOLVING,2000,224,83,307,10454
37,Gamma_LoadFactor;Gamma_Disconnected;Alpha_HashCollision,260.851,265.727,290.894,290.437,239.37,264.678,284.501,263.829,286.655,255.353,EVOLVING,2000,220,76,296,10750
38,Delta_Extremist;Alpha_Reversed;Gamma_Disconnected,260.851,265.727,290.894,290.437,239.37,264.678,284.501,263.829,286.655,268.808,EVOLVING,2000,219,72,291,11041
39,Gamma_LoadFactor;Gamma_Disconnected;Delta_Extremist,260.851,265.727,290.894,290.437,239.37,264.678,284.501,263.829,286.655,268.808,EVOLVING,2000,219,73,292,11333
40,Gamma_LoadFactor;Beta_LineChain;Gamma_Disconnected,260.851,265.727,298.332,290.437,283.014,264.678,284.501,263.829,286.655,268.808,EVOLVING,2000,223,70,293,11626
