Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_ModuloStep;Gamma_LoadFactor;Gamma_Disconnected,8.75,58.433,48.785,18.118,20.854,48.592,12.882,10.038,17.416,12.284,EVOLVING,2000.0,219,78,297,297
2,Gamma_LoadFactor;Gamma_Sawtooth;Gamma_Disconnected,8.75,58.433,107.396,18.118,20.854,93.627,12.882,10.038,108.083,12.284,EVOLVING,2000.0,214,75,289,586
3,Gamma_LoadFactor;Alpha_HashCollision;Beta_LineChain,161.804,58.433,131.449,18.118,163.157,93.627,12.882,10.038,108.083,12.284,EVOLVING,2000.0,217,68,285,871
4,Gamma_LoadFactor;Alpha_StarGraph;Beta_ModuloStep,161.804,200.302,205.262,205.447,163.157,93.627,12.882,10.038,108.083,12.284,EVOLVING,2000.0,216,78,294,1165
5,Beta_LineChain;Alpha_Reversed;Beta_AllEqual,161.804,200.302,205.262,205.447,218.891,93.627,237.246,221.622,108.083,12.284,EVOLVING,2000.0,218,76,294,1459
6,Alpha_Reversed;Beta_LineChain;Gamma_LoadFactor,161.804,200.302,262.836,205.447,239.586,93.627,270.882,221.622,108.083,12.284,EVOLVING,2000.0,220,77,297,1756
7,Gamma_LoadFactor;Gamma_Disconnected;Beta_LineChain,161.804,200.302,307.337,205.447,295.313,286.045,270.882,221.622,108.083,12.284,EVOLVING,2000.0,218,74,292,2048
8,Beta_LineChain;Alpha_HashCollision;Delta_Extremist,354.053,200.302,307.337,205.447,331.17,286.045,270.882,221.622,108.083,343.808,EVOLVING,2000.0,226,76,302,2350
9,Gamma_LoadFactor;Delta_Extremist;Alpha_Reversed,354.053,200.302,319.792,205.447,331.17,286.045,391.687,221.622,108.083,378.411,EVOLVING,2000.0,218,80,298,2648
10,Gamma_LoadFactor;Gamma_Sawtooth;Beta_ModuloStep,354.053,370.153,421.094,205.447,331.17,286.045,391.687,221.622,401.827,378.411,EVOLVING,2000.0,210,75,285,2933
11,Gamma_Sawtooth;Gamma_LoadFactor;Beta_LineChain,354.053,370.153,449.853,205.447,421.797,286.045,391.687,221.622,411.624,378.411,EVOLVING,2000.0,214,72,286,3219
12,Alpha_HashCollision;Gamma_Disconnected;Gamma_Sawtooth,380.087,370.153,449.853,205.447,421.797,416.676,391.687,221.622,420.135,378.411,EVOLVING,2000.0,220,76,296,3515
13,Alpha_Reversed;Beta_ModuloStep;Beta_LineChain,380.087,443.922,449.853,205.447,427.876,416.676,431.422,221.622,420.135,378.411,EVOLVING,2000.0,216,75,291,3806
14,Beta_ModuloStep;Gamma_Sawtooth;Alpha_StarGraph,380.087,477.508,449.853,506.741,427.876,416.676,431.422,221.622,475.013,378.411,EVOLVING,2000.0,216,72,288,4094
15,Beta_ModuloStep;Alpha_Reversed;Alpha_HashCollision,450.428,477.508,449.853,506.741,427.876,416.676,529.442,221.622,475.013,378.411,EVOLVING,2000.0,220,74,294,4388
16,Beta_ModuloStep;Delta_Extremist;Beta_LineChain,450.428,555.623,449.853,506.741,544.612,416.676,529.442,221.622,475.013,556.581,EVOLVING,2000.0,209,69,278,4666
17,Alpha_HashCollision;Gamma_LoadFactor;Beta_LineChain,479.217,555.623,508.096,506.741,544.612,416.676,529.442,221.622,475.013,556.581,EVOLVING,2000.0,216,72,288,4954
18,Beta_ModuloStep;Gamma_LoadFactor;Beta_AllEqual,479.217,579.947,532.291,506.741,544.612,416.676,529.442,503.992,475.013,556.581,EVOLVING,2000.0,206,70,276,5230
19,Beta_ModuloStep;Alpha_StarGraph;Alpha_Reversed,479.217,579.947,532.291,591.667,544.612,416.676,570.63,503.992,475.013,556.581,EVOLVING,2000.0,209,75,284,5514
20,Alpha_HashCollision;Gamma_Sawtooth;Gamma_Disconnected,583.713,579.947,532.291,591.667,544.612,526.966,570.63,503.992,570.993,556.581,EVOLVING,2000.0,213,74,287,5801
21,Beta_ModuloStep;Alpha_HashCollision;Beta_LineChain,583.713,606.719,532.291,591.667,544.612,526.966,570.63,503.992,570.993,556.581,EVOLVING,2000.0,215,76,291,6092
22,Alpha_StarGraph;Gamma_Disconnected;Alpha_HashCollision,583.713,606.719,532.291,591.667,544.612,632.883,570.63,503.992,570.993,556.581,EVOLVING,2000.0,221,80,301,6393
23,Alpha_Reversed;Beta_AllEqual;Delta_Extremist,583.713,606.719,532.291,591.667,544.612,632.883,604.723,620.874,570.993,643.103,EVOLVING,2000.0,218,70,288,6681
24,Beta_ModuloStep;Alpha_StarGraph;Gamma_Sawtooth,583.713,614.149,532.291,591.667,544.612,632.883,604.723,620.874,570.993,643.103,EVOLVING,2000.0,219,73,292,6973
25,Gamma_Sawtooth;Alpha_StarGraph;Delta_Extremist,583.713,614.149,532.291,591.667,544.612,632.883,604.723,620.874,615.185,643.103,EVOLVING,2000.0,216,72,288,7261
26,Gamma_LoadFactor;Alpha_Reversed;Beta_ModuloStep,583.713,614.149,643.57,591.667,544.612,632.883,623.648,620.874,615.185,643.103,EVOLVING,2000.0,222,78,300,7561
27,Alpha_StarGraph;Gamma_LoadFactor;Gamma_Sawtooth,583.713,614.149,643.57,591.667,544.612,632.883,623.648,620.874,615.185,643.103,EVOLVING,2000.0,222,78,300,7861
28,Beta_LineChain;Alpha_HashCollision;Gamma_Disconnected,630.698,614.149,643.57,591.667,554.19,632.883,623.648,620.874,615.185,643.103,EVOLVING,2000.0,213,74,287,8148
29,Beta_LineChain;Beta_AllEqual;Gamma_Sawtooth,630.698,614.149,643.57,591.667,589.92,632.883,623.648,620.874,615.185,643.103,EVOLVING,2000.0,220,76,296,8444
30,Alpha_StarGraph;Alpha_Reversed;Beta_LineChain,630.698,614.149,643.57,591.667,589.92,632.883,623.648,620.874,615.185,643.103,EVOLVING,2000.0,217,79,296,8740
31,Alpha_StarGraph;Beta_ModuloStep;Gamma_Disconnected,630.698,659.495,643.57,591.667,589.92,632.883,623.648,620.874,615.185,643.103,EVOLVING,2000.0,211,75,286,9026
32,Beta_LineChain;Beta_ModuloStep;Delta_Extremist,630.698,693.756,643.57,591.667,688.297,632.883,623.648,620.874,615.185,643.103,EVOLVING,2000.0,217,72,289,9315
33,Beta_ModuloStep;Gamma_Disconnected;Beta_LineChain,630.698,693.756,643.57,591.667,688.297,673.882,623.648,620.874,615.185,643.103,EVOLVING,2000.0,217,75,292,9607
34,Alpha_StarGraph;Gamma_Sawtooth;Beta_LineChain,630.698,693.756,643.57,627.935,688.297,673.882,623.648,620.874,615.185,643.103,EVOLVING,2000.0,213,72,285,9892
35,Alpha_StarGraph;Gamma_LoadFactor;Alpha_Reversed,630.698,693.756,674.177,666.521,688.297,673.882,623.648,620.874,615.185,643.103,EVOLVING,2000.0,212,71,283,10175
36,Alpha_HashCollision;Alpha_Reversed;Beta_AllEqual,635.641,693.756,674.177,666.521,688.297,673.882,646.063,620.874,615.185,643.103,EVOLVING,2000.0,222,74,296,10471
37,Alpha_HashCollision;Gamma_Sawtooth;Beta_LineChain,692.89,693.756,674.177,666.521,688.297,673.882,646.063,620.874,615.185,643.103,EVOLVING,2000.0,218,81,299,10770
38,Alpha_Reversed;Delta_Extremist;Gamma_Disconnected,692.89,693.756,674.177,666.521,688.297,674.677,692.667,620.874,615.185,643.103,EVOLVING,2000.0,215,74,289,11059
