Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_LoadFactor;Alpha_StarGraph;Delta_Extremist,19.233,24.986,17.393,19.924,17.584,22.213,16.962,20.719,13.399,19.9,EVOLVING,2000.0,220,74,294,294
2,Alpha_HashCollision;Gamma_Disconnected;Alpha_StarGraph,22.894,24.986,17.393,21.465,17.584,25.802,16.962,20.719,13.399,19.9,EVOLVING,2000.0,220,81,301,595
3,Gamma_Disconnected;Alpha_StarGraph;Beta_AllEqual,22.894,24.986,17.393,23.774,17.584,28.899,16.962,24.454,13.399,19.9,EVOLVING,2000.0,211,76,287,882
4,Gamma_Sawtooth;Alpha_Reversed;Beta_AllEqual,22.894,24.986,17.393,23.774,17.584,28.899,18.479,29.229,16.927,19.9,EVOLVING,2000.0,214,69,283,1165
5,Gamma_Disconnected;Beta_LineChain;Beta_AllEqual,22.894,24.986,17.393,23.774,21.07,32.89,18.479,33.223,16.927,19.9,EVOLVING,2000.0,214,75,289,1454
6,Delta_Extremist;Alpha_StarGraph;Beta_AllEqual,22.894,24.986,17.393,26.543,21.07,32.89,18.479,38.462,16.927,23.535,EVOLVING,2000.0,208,78,286,1740
7,Gamma_Disconnected;Gamma_LoadFactor;Alpha_StarGraph,22.894,24.986,20.449,31.384,21.07,36.344,18.479,38.462,16.927,23.535,EVOLVING,2000.0,216,71,287,2027
8,Gamma_LoadFactor;Beta_ModuloStep;Beta_AllEqual,22.894,26.42,22.344,31.384,21.07,36.344,18.479,45.782,16.927,23.535,EVOLVING,2000.0,216,80,296,2323
9,Gamma_Disconnected;Alpha_Reversed;Gamma_LoadFactor,22.894,26.42,25.161,31.384,21.07,41.07,21.619,45.782,16.927,23.535,EVOLVING,2000.0,210,75,285,2608
10,Alpha_StarGraph;Delta_Extremist;Gamma_Sawtooth,22.894,26.42,25.161,34.3,21.07,41.07,21.619,45.782,20.276,27.298,EVOLVING,2000.0,218,71,289,2897
11,Beta_AllEqual;Gamma_Disconnected;Gamma_Sawtooth,22.894,26.42,25.161,34.3,21.07,45.099,21.619,54.228,23.103,27.298,EVOLVING,2000.0,213,71,284,3181
12,Beta_AllEqual;Gamma_Sawtooth;Beta_LineChain,22.894,26.42,25.161,34.3,23.703,45.099,21.619,60.714,25.031,27.298,EVOLVING,2000.0,216,71,287,3468
13,Delta_Extremist;Gamma_Sawtooth;Gamma_Disconnected,22.894,26.42,25.161,34.3,23.703,47.772,21.619,60.714,28.378,29.651,EVOLVING,2000.0,221,74,295,3763
14,Alpha_StarGraph;Delta_Extremist;Gamma_Sawtooth,22.894,26.42,25.161,45.69,23.703,47.772,21.619,60.714,38.112,36.134,EVOLVING,2000.0,220,71,291,4054
15,Beta_ModuloStep;Gamma_Disconnected;Alpha_HashCollision,30.019,32.219,25.161,45.69,23.703,60.572,21.619,60.714,38.112,36.134,EVOLVING,2000.0,217,73,290,4344
16,Gamma_LoadFactor;Delta_Extremist;Alpha_Reversed,30.019,32.219,31.536,45.69,23.703,60.572,28.066,60.714,38.112,42.548,EVOLVING,2000.0,219,80,299,4643
17,Beta_AllEqual;Gamma_LoadFactor;Beta_LineChain,30.019,32.219,37.892,45.69,28.296,60.572,28.066,74.543,38.112,42.548,EVOLVING,2000.0,211,72,283,4926
18,Delta_Extremist;Gamma_Sawtooth;Beta_ModuloStep,30.019,42.45,37.892,45.69,28.296,60.572,28.066,74.543,50.503,51.207,EVOLVING,2000.0,213,77,290,5216
19,Gamma_Sawtooth;Alpha_HashCollision;Beta_ModuloStep,35.455,47.682,37.892,45.69,28.296,60.572,28.066,74.543,57.411,51.207,EVOLVING,2000.0,210,73,283,5499
20,Delta_Extremist;Beta_LineChain;Beta_ModuloStep,35.455,54.972,37.892,45.69,34.871,60.572,28.066,74.543,57.411,2443.07,TLE_ACHIEVED,2000.0,208,79,287,5786
